;jor;coach;system;teamid
0;1;Gustavo Munúa;4-2-3-1;7097
1;2;Gustavo Munúa;4-2-3-1;7097
2;3;Gustavo Munúa;4-4-2;7097
3;4;Gustavo Munúa;4-4-2;7097
4;5;Gustavo Munúa;4-4-2;7097
5;6;Gustavo Munúa;4-4-2;7097
6;7;Gustavo Munúa;4-2-3-1;7097
7;8;Gustavo Munúa;4-2-3-1;7097
8;9;Gustavo Munúa;4-4-2;7097
9;10;Gustavo Munúa;4-3-3;7097
10;11;Gustavo Munúa;4-4-2;7097
11;12;Gustavo Munúa;4-3-3;7097
12;13;Gustavo Munúa;4-2-3-1;7097
13;14;Gustavo Munúa;4-2-3-1;7097
14;15;Gustavo Munúa;4-2-3-1;7097
15;16;Gustavo Munúa;4-4-2;7097
16;17;Gustavo Munúa;3-4-3;7097
17;18;Gustavo Munúa;3-4-2-1;7097
18;19;Gustavo Munúa;3-4-2-1;7097
19;20;Gustavo Munúa;3-4-3;7097
20;21;Gustavo Munúa;4-4-2;7097
21;22;Gustavo Munúa;4-4-2;7097
22;23;Gustavo Munúa;4-2-3-1;7097
23;24;Gustavo Munúa;4-2-3-1;7097
24;25;Gustavo Munúa;4-2-3-1;7097
25;26;Gustavo Munúa;4-2-3-1;7097
26;27;Gustavo Munúa;4-2-3-1;7097
