;jor;coach;system;teamid
0;1;Alexander Medina;4-2-3-1;6600
1;2;Cauan Almeida;4-3-3;6600
2;3;Cauan Almeida;4-3-3;6600
3;4;Mano Menezes;4-3-3;6600
4;5;Mano Menezes;4-3-3;6600
5;6;Mano Menezes;4-4-1-1;6600
6;7;Mano Menezes;4-4-1-1;6600
7;8;Mano Menezes;4-4-1-1;6600
8;9;Mano Menezes;4-4-1-1;6600
9;10;Mano Menezes;4-2-3-1;6600
10;11;Mano Menezes;4-4-1-1;6600
11;12;Mano Menezes;4-3-2-1;6600
12;13;Mano Menezes;4-4-2;6600
13;14;Mano Menezes;4-3-3;6600
14;15;Mano Menezes;4-2-3-1;6600
15;16;Mano Menezes;4-2-3-1;6600
16;17;Mano Menezes;4-2-3-1;6600
17;18;Mano Menezes;4-2-3-1;6600
18;19;Mano Menezes;4-4-2;6600
19;20;Mano Menezes;4-4-2;6600
20;21;Mano Menezes;4-2-3-1;6600
21;22;Mano Menezes;4-1-4-1;6600
22;23;Mano Menezes;4-4-1-1;6600
23;24;Mano Menezes;4-4-1-1;6600
24;25;Mano Menezes;4-4-2;6600
25;26;Mano Menezes;4-3-3;6600
26;27;Mano Menezes;4-3-3;6600
27;28;Mano Menezes;4-2-3-1;6600
28;29;Mano Menezes;4-3-3;6600
29;30;Mano Menezes;4-2-3-1;6600
30;31;Mano Menezes;4-2-3-1;6600
31;32;Mano Menezes;4-2-3-1;6600
32;33;Mano Menezes;4-4-2;6600
33;34;Mano Menezes;4-2-3-1;6600
34;35;Mano Menezes;4-4-1-1;6600
35;36;Mano Menezes;4-4-1-1;6600
36;37;Mano Menezes;4-2-3-1;6600
37;38;Mano Menezes;4-2-3-1;6600
