;jor;coach;system;teamid
0;1;Jorge Sampaoli;3-4-3;244
1;2;Jorge Sampaoli;3-4-3;244
2;3;Jorge Sampaoli;3-5-2;244
3;4;Jorge Sampaoli;3-4-3;244
4;5;Jorge Sampaoli;3-4-3;244
5;6;Jorge Sampaoli;4-4-2;244
6;7;Jorge Sampaoli;4-4-2;244
7;8;Jorge Sampaoli;3-4-3;244
8;9;Jorge Sampaoli;4-2-3-1;244
9;10;Jorge Sampaoli;3-4-2-1;244
10;11;Jorge Sampaoli;4-2-3-1;244
11;12;Jorge Sampaoli;4-1-4-1;244
12;13;Jorge Sampaoli;4-4-1-1;244
13;14;Jorge Sampaoli;4-3-3;244
14;15;Jorge Sampaoli;4-2-3-1;244
15;16;Jorge Sampaoli;3-4-2-1;244
16;17;Jorge Sampaoli;3-4-2-1;244
17;18;Jorge Sampaoli;4-3-3;244
18;19;Jorge Sampaoli;4-3-3;244
19;20;Jorge Sampaoli;4-3-3;244
20;21;Jorge Sampaoli;4-3-3;244
21;22;Jorge Sampaoli;4-3-3;244
22;23;Jorge Sampaoli;4-3-1-2;244
23;24;Jorge Sampaoli;4-3-1-2;244
24;25;Jorge Sampaoli;4-3-3;244
25;26;Jorge Sampaoli;4-3-3;244
26;27;Jorge Sampaoli;4-4-2;244
27;28;Jorge Sampaoli;4-1-4-1;244
28;29;Jorge Sampaoli;3-4-2-1;244
29;30;Jorge Sampaoli;4-3-3;244
30;31;Jorge Sampaoli;4-3-3;244
31;32;Jorge Sampaoli;4-3-3;244
32;33;Jorge Sampaoli;4-3-3;244
33;34;Jorge Sampaoli;4-3-3;244
34;35;Jorge Sampaoli;4-3-3;244
35;36;Jorge Sampaoli;4-3-3;244
36;37;Jorge Sampaoli;4-1-4-1;244
37;38;Jorge Sampaoli;3-4-3;244
