;jor;coach;system;teamid
0;1;Ronald Koeman;4-3-3;131
1;2;Ronald Koeman;4-3-3;131
2;3;Ronald Koeman;4-3-3;131
3;4;Xavi;4-3-3;131
4;5;Ronald Koeman;4-3-3;131
5;6;Ronald Koeman;4-3-3;131
6;7;Ronald Koeman;4-2-3-1;131
7;8;Ronald Koeman;4-2-3-1;131
8;9;Ronald Koeman;4-1-4-1;131
9;10;Ronald Koeman;4-3-3;131
10;11;Ronald Koeman;4-3-3;131
11;12;Sergi Barjuan;4-3-3;131
12;13;Sergi Barjuan;4-3-3;131
13;14;Xavi;4-3-3;131
14;15;Xavi;4-3-3;131
15;16;Xavi;4-3-3;131
16;17;Xavi;3-4-3;131
17;18;Xavi;4-3-3;131
18;19;Xavi;4-3-3;131
19;20;Xavi;4-3-3;131
20;21;Xavi;4-3-3;131
21;22;Xavi;4-3-3;131
22;23;Xavi;4-3-3;131
23;24;Xavi;4-3-3;131
24;25;Xavi;4-3-3;131
25;26;Xavi;4-3-3;131
26;27;Xavi;4-3-3;131
27;28;Xavi;4-3-3;131
28;29;Xavi;4-3-3;131
29;30;Xavi;4-3-3;131
30;31;Xavi;4-3-3;131
31;32;Xavi;4-3-3;131
32;33;Xavi;4-3-3;131
33;34;Xavi;4-3-3;131
34;35;Xavi;4-3-3;131
35;36;Xavi;4-2-3-1;131
36;37;Xavi;4-3-3;131
37;38;Xavi;4-3-3;131
