;jor;coach;system;teamid
0;1;Ilija Borenovic;4-1-4-1;527
1;2;Ilija Borenovic;4-1-4-1;527
2;3;Ilija Borenovic;3-4-2-1;527
3;4;Ilija Borenovic;3-4-1-2;527
4;5;Ilija Borenovic;5-4-1;527
5;6;Ilija Borenovic;5-4-1;527
6;7;Ilija Borenovic;5-3-2;527
7;8;Ilija Borenovic;5-4-1;527
8;9;Ilija Borenovic;3-4-2-1;527
9;10;Ilija Borenovic;4-1-4-1;527
10;11;Ilija Borenovic;4-1-4-1;527
11;12;Ilija Borenovic;4-4-2;527
12;13;Ilija Borenovic;4-1-4-1;527
13;14;Ilija Borenovic;4-1-4-1;527
14;15;Ilija Borenovic;4-1-4-1;527
15;16;Ilija Borenovic;4-1-4-1;527
16;17;Ilija Borenovic;4-4-1-1;527
17;18;Ilija Borenovic;3-4-1-2;527
18;19;Ilija Borenovic;4-4-2;527
19;20;Alain Casanova;5-4-1;527
20;21;Alain Casanova;3-1-4-2;527
21;22;Alain Casanova;3-4-3;527
22;23;Alain Casanova;3-4-1-2;527
23;24;Alain Casanova;4-1-4-1;527
24;25;Alain Casanova;4-3-3;527
25;26;Alain Casanova;3-5-2;527
26;27;Alain Casanova;3-1-4-2;527
27;28;Alain Casanova;3-1-4-2;527
28;29;Alain Casanova;3-5-2;527
29;30;Alain Casanova;3-1-4-2;527
30;31;Alain Casanova;3-1-4-2;527
31;32;Alain Casanova;3-1-4-2;527
32;33;Alain Casanova;3-1-4-2;527
33;34;Alain Casanova;3-5-2;527
34;35;Alain Casanova;3-1-4-2;527
35;36;Alain Casanova;3-1-4-2;527
