;jor;coach;system;teamid
0;1;Luca Gotti;3-5-2;410
1;2;Luca Gotti;3-5-2;410
2;3;Luca Gotti;3-5-2;410
3;4;Luca Gotti;3-5-2;410
4;5;Luca Gotti;3-5-2;410
5;6;Luca Gotti;3-5-2;410
6;7;Luca Gotti;3-5-2;410
7;8;Luca Gotti;3-5-2;410
8;9;Luca Gotti;3-4-3;410
9;10;Luca Gotti;3-4-3;410
10;11;Luca Gotti;3-5-2;410
11;12;Luca Gotti;4-2-3-1;410
12;13;Luca Gotti;3-4-2-1;410
13;14;Luca Gotti;3-4-1-2;410
14;15;Luca Gotti;4-4-2;410
15;16;Luca Gotti;4-4-2;410
16;17;Gabriele Cioffi;3-5-2;410
17;18;Gabriele Cioffi;3-5-2;410
18;19;Gabriele Cioffi;3-5-2;410
19;20;Gabriele Cioffi;3-5-2;410
20;21;Gabriele Cioffi;3-5-2;410
21;22;Gabriele Cioffi;3-5-2;410
22;23;Gabriele Cioffi;3-5-2;410
23;24;Gabriele Cioffi;3-5-2;410
24;25;Gabriele Cioffi;3-5-2;410
25;26;Gabriele Cioffi;3-5-2;410
26;27;Gabriele Cioffi;3-5-2;410
27;28;Gabriele Cioffi;3-5-2;410
28;29;Gabriele Cioffi;3-5-2;410
29;30;Gabriele Cioffi;3-5-2;410
30;31;Gabriele Cioffi;3-5-2;410
31;32;Gabriele Cioffi;3-5-2;410
32;33;Gabriele Cioffi;3-5-2;410
33;34;Gabriele Cioffi;3-5-2;410
34;35;Gabriele Cioffi;3-5-2;410
35;36;Gabriele Cioffi;3-4-1-2;410
36;37;Gabriele Cioffi;3-4-1-2;410
37;38;Gabriele Cioffi;3-5-2;410
