;jor;coach;system;teamid
0;1;Alexander Medina;4-1-4-1;1029
1;2;Alexander Medina;4-4-2;1029
2;3;Alexander Medina;4-3-3;1029
3;4;Alexander Medina;4-4-2;1029
4;5;Alexander Medina;4-2-3-1;1029
5;6;Alexander Medina;4-2-3-1;1029
6;7;Alexander Medina;4-4-2;1029
7;8;Alexander Medina;4-4-2;1029
8;9;Alexander Medina;4-4-2;1029
9;10;Alexander Medina;4-2-3-1;1029
10;11;Alexander Medina;4-2-3-1;1029
11;12;Alexander Medina;4-2-3-1;1029
12;13;Alexander Medina;4-3-3;1029
13;14;Alexander Medina;4-2-3-1;1029
14;15;Alexander Medina;4-2-3-1;1029
15;16;Alexander Medina;4-3-3;1029
16;17;Alexander Medina;4-2-3-1;1029
17;18;Alexander Medina;4-3-3;1029
18;19;Alexander Medina;3-4-1-2;1029
19;20;Alexander Medina;4-3-3;1029
20;21;Alexander Medina;4-2-3-1;1029
21;22;Alexander Medina;4-2-3-1;1029
22;23;Alexander Medina;4-2-3-1;1029
23;24;Alexander Medina;4-2-3-1;1029
24;25;Alexander Medina;4-2-3-1;1029
25;26;Alexander Medina;4-2-3-1;1029
26;27;Alexander Medina;4-4-2;1029
