;jor;coach;system;teamid
0;1;Mariusz Lewandowski;3-5-2;15906
1;2;Mariusz Lewandowski;3-4-1-2;15906
2;3;Mariusz Lewandowski;3-1-4-2;15906
3;4;Mariusz Lewandowski;3-5-2;15906
4;5;Radoslav Latal;4-2-3-1;15906
5;6;Mariusz Lewandowski;3-4-1-2;15906
6;7;Mariusz Lewandowski;4-2-3-1;15906
7;8;Mariusz Lewandowski;4-2-3-1;15906
8;9;Mariusz Lewandowski;4-4-2;15906
9;10;Mariusz Lewandowski;4-3-1-2;15906
10;11;Mariusz Lewandowski;4-3-3;15906
11;12;Mariusz Lewandowski;4-3-3;15906
12;13;Mariusz Lewandowski;4-3-3;15906
13;14;Mariusz Lewandowski;4-3-3;15906
14;15;Mariusz Lewandowski;4-3-3;15906
15;16;Mariusz Lewandowski;4-3-3;15906
16;17;Mariusz Lewandowski;4-3-3;15906
17;18;Mariusz Lewandowski;3-4-2-1;15906
18;19;Waldemar Piatek;3-5-2;15906
19;20;Radoslav Latal;4-2-3-1;15906
20;21;Radoslav Latal;3-5-2;15906
21;22;Radoslav Latal;4-2-3-1;15906
22;23;Radoslav Latal;4-4-2;15906
23;24;Radoslav Latal;4-4-2;15906
24;25;Radoslav Latal;4-2-3-1;15906
25;26;Radoslav Latal;4-4-2;15906
26;27;Radoslav Latal;4-4-2;15906
27;28;Radoslav Latal;3-4-2-1;15906
28;29;Radoslav Latal;4-4-2;15906
29;30;Radoslav Latal;3-4-2-1;15906
30;31;Radoslav Latal;4-3-3;15906
31;32;Radoslav Latal;3-4-2-1;15906
32;33;Radoslav Latal;3-4-2-1;15906
33;34;Radoslav Latal;4-3-3;15906
