;jor;coach;system;teamid
0;1;Giovanni Stroppa;3-5-2;2919
1;2;Giovanni Stroppa;3-5-2;2919
2;3;Giovanni Stroppa;3-5-2;2919
3;4;Giovanni Stroppa;3-5-2;2919
4;5;Giovanni Stroppa;3-5-2;2919
5;6;Giovanni Stroppa;3-5-2;2919
6;7;Giovanni Stroppa;3-5-2;2919
7;8;Giovanni Stroppa;4-3-3;2919
8;9;Giovanni Stroppa;4-3-3;2919
9;10;Giovanni Stroppa;3-5-2;2919
10;11;Giovanni Stroppa;3-5-2;2919
11;12;Giovanni Stroppa;3-5-2;2919
12;13;Giovanni Stroppa;3-5-2;2919
13;14;Giovanni Stroppa;3-5-2;2919
14;15;Giovanni Stroppa;3-5-2;2919
15;16;Giovanni Stroppa;3-5-2;2919
16;17;Giovanni Stroppa;3-5-2;2919
17;18;Giovanni Stroppa;3-5-2;2919
18;19;Giovanni Stroppa;3-5-2;2919
19;20;Giovanni Stroppa;3-5-2;2919
20;21;Giovanni Stroppa;3-5-2;2919
21;22;Giovanni Stroppa;3-5-2;2919
22;23;Giovanni Stroppa;3-5-2;2919
23;24;Giovanni Stroppa;3-5-2;2919
24;25;Giovanni Stroppa;3-5-2;2919
25;26;Giovanni Stroppa;3-5-2;2919
26;27;Giovanni Stroppa;3-5-2;2919
27;28;Giovanni Stroppa;3-5-2;2919
28;29;Giovanni Stroppa;3-5-2;2919
29;30;Giovanni Stroppa;3-5-2;2919
30;31;Giovanni Stroppa;3-5-2;2919
31;32;Giovanni Stroppa;3-5-2;2919
32;33;Giovanni Stroppa;3-5-2;2919
33;34;Giovanni Stroppa;3-5-2;2919
34;35;Giovanni Stroppa;3-5-2;2919
35;36;Giovanni Stroppa;3-5-2;2919
36;37;Giovanni Stroppa;3-5-2;2919
37;38;Giovanni Stroppa;3-5-2;2919
