;jor;coach;system;teamid
0;1;Pascal Gastien;4-2-3-1;3524
1;2;Pascal Gastien;4-2-3-1;3524
2;3;Pascal Gastien;4-2-3-1;3524
3;4;Pascal Gastien;4-2-3-1;3524
4;5;Pascal Gastien;4-2-3-1;3524
5;6;Pascal Gastien;4-2-3-1;3524
6;7;Pascal Gastien;4-2-3-1;3524
7;8;Pascal Gastien;4-2-3-1;3524
8;9;Pascal Gastien;4-2-3-1;3524
9;10;Pascal Gastien;4-2-3-1;3524
10;11;Pascal Gastien;4-2-3-1;3524
11;12;Pascal Gastien;4-2-3-1;3524
12;13;Pascal Gastien;4-2-3-1;3524
13;14;Pascal Gastien;4-2-3-1;3524
14;15;Pascal Gastien;4-2-3-1;3524
15;16;Pascal Gastien;4-3-3;3524
16;17;Pascal Gastien;4-2-3-1;3524
17;18;Pascal Gastien;4-2-3-1;3524
18;19;Pascal Gastien;4-1-4-1;3524
19;20;Pascal Gastien;4-2-3-1;3524
20;21;Pascal Gastien;4-2-3-1;3524
21;22;Pascal Gastien;4-3-3;3524
22;23;Pascal Gastien;4-3-3;3524
23;24;Pascal Gastien;4-3-3;3524
24;25;Pascal Gastien;4-3-3;3524
25;26;Pascal Gastien;4-3-3;3524
26;27;Pascal Gastien;4-1-4-1;3524
27;28;Pascal Gastien;4-1-4-1;3524
28;29;Pascal Gastien;4-3-3;3524
29;30;Pascal Gastien;4-3-3;3524
30;31;Pascal Gastien;4-2-3-1;3524
31;32;Pascal Gastien;4-3-3;3524
32;33;Pascal Gastien;4-3-3;3524
33;34;Pascal Gastien;4-3-3;3524
34;35;Pascal Gastien;4-2-3-1;3524
35;36;Pascal Gastien;4-3-3;3524
36;37;Pascal Gastien;4-2-3-1;3524
37;38;Pascal Gastien;4-2-3-1;3524
