;jor;coach;system;teamid
0;1;Juan Pablo Vojvoda;3-5-2;10870
1;2;Juan Pablo Vojvoda;3-5-2;10870
2;3;Juan Pablo Vojvoda;3-4-1-2;10870
3;4;Juan Pablo Vojvoda;3-4-1-2;10870
4;5;Juan Pablo Vojvoda;3-4-1-2;10870
5;6;Juan Pablo Vojvoda;3-4-1-2;10870
6;7;Juan Pablo Vojvoda;3-4-1-2;10870
7;8;Juan Pablo Vojvoda;4-2-3-1;10870
8;9;Juan Pablo Vojvoda;3-4-2-1;10870
9;10;Juan Pablo Vojvoda;3-4-1-2;10870
10;11;Juan Pablo Vojvoda;4-2-3-1;10870
11;12;Juan Pablo Vojvoda;4-4-1-1;10870
12;13;Juan Pablo Vojvoda;3-4-3;10870
13;14;Juan Pablo Vojvoda;3-4-3;10870
14;15;Juan Pablo Vojvoda;3-4-1-2;10870
15;16;Juan Pablo Vojvoda;3-4-1-2;10870
16;17;Juan Pablo Vojvoda;3-4-2-1;10870
17;18;Juan Pablo Vojvoda;3-4-2-1;10870
18;19;Juan Pablo Vojvoda;4-4-2;10870
19;20;Juan Pablo Vojvoda;4-4-2;10870
20;21;Juan Pablo Vojvoda;4-2-3-1;10870
21;22;Juan Pablo Vojvoda;4-2-3-1;10870
22;23;Juan Pablo Vojvoda;4-4-2;10870
23;24;Juan Pablo Vojvoda;4-2-3-1;10870
24;25;Juan Pablo Vojvoda;4-2-3-1;10870
25;26;Juan Pablo Vojvoda;4-2-3-1;10870
26;27;Juan Pablo Vojvoda;4-3-3;10870
27;28;Juan Pablo Vojvoda;4-3-1-2;10870
28;29;Juan Pablo Vojvoda;4-2-3-1;10870
29;30;Juan Pablo Vojvoda;4-2-3-1;10870
30;31;Juan Pablo Vojvoda;4-4-2;10870
31;32;Juan Pablo Vojvoda;4-4-2;10870
32;33;Juan Pablo Vojvoda;4-3-3;10870
33;34;Juan Pablo Vojvoda;4-2-3-1;10870
34;35;Juan Pablo Vojvoda;4-2-3-1;10870
35;36;Juan Pablo Vojvoda;4-2-3-1;10870
36;37;Juan Pablo Vojvoda;4-2-3-1;10870
37;38;Juan Pablo Vojvoda;4-4-2;10870
