;jor;coach;system;teamid
0;1;Peter Maes;3-4-2-1;41274
1;2;Peter Maes;4-2-3-1;41274
2;3;Peter Maes;4-2-3-1;41274
3;4;Peter Maes;3-4-2-1;41274
4;5;Peter Maes;5-4-1;41274
5;6;Peter Maes;4-4-2;41274
6;7;Peter Maes;5-3-2;41274
7;8;Marc Noë;3-4-1-2;41274
8;9;Javier Torrente;4-3-3;41274
9;10;Javier Torrente;3-5-2;41274
10;11;Javier Torrente;5-3-2;41274
11;12;Javier Torrente;4-3-3;41274
12;13;Javier Torrente;4-1-4-1;41274
13;14;Javier Torrente;4-1-4-1;41274
14;15;Javier Torrente;4-1-4-1;41274
15;16;Greg Vanderidt;4-3-2-1;41274
16;17;Javier Torrente;4-1-4-1;41274
17;18;Javier Torrente;5-3-2;41274
18;19;Greg Vanderidt;5-3-2;41274
19;20;Javier Torrente;4-3-3;41274
20;21;Javier Torrente;4-3-1-2;41274
21;22;Javier Torrente;5-3-2;41274
22;23;Javier Torrente;5-3-2;41274
23;24;Javier Torrente;5-3-2;41274
24;25;Javier Torrente;5-3-2;41274
25;26;Javier Torrente;5-4-1;41274
26;27;Greg Vanderidt;4-4-2;41274
27;28;Greg Vanderidt;4-5-1;41274
28;29;Greg Vanderidt;4-3-3;41274
29;30;Greg Vanderidt;5-4-1;41274
30;31;Greg Vanderidt;5-4-1;41274
31;32;Greg Vanderidt;4-4-1-1;41274
32;33;Greg Vanderidt;5-3-2;41274
33;34;Greg Vanderidt;5-4-1;41274
