;jor;coach;system;teamid
0;1;Markus Anfang;4-1-4-1;86
1;2;Markus Anfang;4-3-3;86
2;3;Markus Anfang;4-1-4-1;86
3;4;Markus Anfang;4-3-3;86
4;5;Markus Anfang;4-3-3;86
5;6;Markus Anfang;4-3-3;86
6;7;Markus Anfang;4-3-3;86
7;8;Markus Anfang;4-1-4-1;86
8;9;Markus Anfang;4-1-4-1;86
9;10;Markus Anfang;4-1-4-1;86
10;11;Markus Anfang;4-3-2-1;86
11;12;Markus Anfang;3-5-2;86
12;13;Markus Anfang;3-5-2;86
13;14;Danijel Zenkovic;3-4-1-2;86
14;15;Christian Brand;4-4-2;86
15;16;Ole Werner;3-1-4-2;86
16;17;Ole Werner;3-1-4-2;86
17;18;Ole Werner;3-1-4-2;86
18;19;Ole Werner;3-1-4-2;86
19;20;Ole Werner;3-1-4-2;86
20;21;Ole Werner;3-1-4-2;86
21;22;Ole Werner;3-1-4-2;86
22;23;Ole Werner;3-5-2;86
23;24;Ole Werner;3-1-4-2;86
24;25;Ole Werner;3-1-4-2;86
25;26;Ole Werner;3-1-4-2;86
26;27;Ole Werner;3-5-2;86
27;28;Ole Werner;3-5-2;86
28;29;Ole Werner;3-1-4-2;86
29;30;Ole Werner;3-1-4-2;86
30;31;Ole Werner;3-1-4-2;86
31;32;Ole Werner;3-1-4-2;86
32;33;Ole Werner;3-1-4-2;86
33;34;Ole Werner;3-1-4-2;86
