;jor;coach;system;teamid
0;1;Marco Rose;4-3-3;16
1;2;Marco Rose;4-4-2;16
2;3;Marco Rose;4-4-2;16
3;4;Marco Rose;4-3-1-2;16
4;5;Marco Rose;4-3-3;16
5;6;Marco Rose;3-5-2;16
6;7;Marco Rose;4-2-3-1;16
7;8;Marco Rose;4-3-3;16
8;9;Marco Rose;3-4-2-1;16
9;10;Marco Rose;3-4-1-2;16
10;11;Marco Rose;3-5-2;16
11;12;Marco Rose;4-2-3-1;16
12;13;Marco Rose;4-2-3-1;16
13;14;Marco Rose;4-4-2;16
14;15;Marco Rose;4-2-3-1;16
15;16;Marco Rose;4-2-3-1;16
16;17;Marco Rose;4-2-3-1;16
17;18;Marco Rose;4-3-3;16
18;19;Marco Rose;4-3-3;16
19;20;Marco Rose;4-3-3;16
20;21;Marco Rose;4-3-3;16
21;22;Marco Rose;4-2-3-1;16
22;23;Marco Rose;3-4-2-1;16
23;24;Marco Rose;3-4-2-1;16
24;25;Marco Rose;4-1-4-1;16
25;26;Marco Rose;4-2-3-1;16
26;27;Marco Rose;4-2-3-1;16
27;28;Marco Rose;3-4-3;16
28;29;Marco Rose;4-2-3-1;16
29;30;Marco Rose;3-4-2-1;16
30;31;Marco Rose;4-2-3-1;16
31;32;Marco Rose;4-2-3-1;16
32;33;Marco Rose;3-4-2-1;16
33;34;Marco Rose;3-4-2-1;16
