;jor;coach;system;teamid
0;1;Valérien Ismaël;5-4-1;984
1;2;Valérien Ismaël;5-4-1;984
2;3;Valérien Ismaël;5-3-2;984
3;4;Valérien Ismaël;5-4-1;984
4;5;Valérien Ismaël;3-4-3;984
5;6;Valérien Ismaël;3-4-3;984
6;7;Valérien Ismaël;5-4-1;984
7;8;Valérien Ismaël;5-4-1;984
8;9;Valérien Ismaël;5-4-1;984
9;10;Valérien Ismaël;5-4-1;984
10;11;Valérien Ismaël;3-4-3;984
11;12;Valérien Ismaël;5-4-1;984
12;13;Valérien Ismaël;5-4-1;984
13;14;Valérien Ismaël;5-4-1;984
14;15;Valérien Ismaël;5-4-1;984
15;16;Valérien Ismaël;5-4-1;984
16;17;Valérien Ismaël;3-4-3;984
17;18;Valérien Ismaël;5-4-1;984
18;19;Valérien Ismaël;5-4-1;984
19;20;Valérien Ismaël;5-4-1;984
20;21;Valérien Ismaël;5-4-1;984
21;22;Valérien Ismaël;3-4-3;984
22;23;Valérien Ismaël;5-4-1;984
23;24;Valérien Ismaël;5-4-1;984
24;25;Valérien Ismaël;3-4-3;984
25;26;Valérien Ismaël;3-4-3;984
26;27;Valérien Ismaël;3-4-3;984
27;28;Valérien Ismaël;3-4-3;984
28;29;Valérien Ismaël;5-4-1;984
29;30;Steve Bruce;3-5-2;984
30;31;Steve Bruce;4-3-3;984
31;32;Steve Bruce;4-3-3;984
32;33;Steve Bruce;5-4-1;984
33;34;Steve Bruce;4-3-3;984
34;35;Steve Bruce;4-3-3;984
35;36;Steve Bruce;3-5-2;984
36;37;Steve Bruce;3-5-2;984
37;38;Steve Bruce;3-5-2;984
38;39;Steve Bruce;3-5-2;984
39;40;Steve Bruce;3-5-2;984
40;41;Steve Bruce;3-5-2;984
41;42;Steve Bruce;3-4-1-2;984
42;43;Steve Bruce;3-5-2;984
43;44;Steve Bruce;3-4-1-2;984
44;45;Steve Bruce;4-4-2;984
45;46;Steve Bruce;4-4-2;984
