;jor;coach;system;teamid
0;1;Frédéric Antonetti;5-3-2;347
1;2;Frédéric Antonetti;3-5-2;347
2;3;Frédéric Antonetti;4-3-3;347
3;4;Frédéric Antonetti;3-4-2-1;347
4;5;Frédéric Antonetti;3-4-2-1;347
5;6;Frédéric Antonetti;3-4-1-2;347
6;7;Frédéric Antonetti;4-3-3;347
7;8;Frédéric Antonetti;4-5-1;347
8;9;Frédéric Antonetti;4-3-3;347
9;10;Frédéric Antonetti;4-1-4-1;347
10;11;Frédéric Antonetti;3-5-2;347
11;12;Frédéric Antonetti;3-4-1-2;347
12;13;Frédéric Antonetti;3-4-1-2;347
13;14;Frédéric Antonetti;3-4-2-1;347
14;15;Frédéric Antonetti;3-4-2-1;347
15;16;Frédéric Antonetti;5-3-2;347
16;17;Frédéric Antonetti;5-4-1;347
17;18;Frédéric Antonetti;4-3-3;347
18;19;Frédéric Antonetti;3-4-2-1;347
19;20;Frédéric Antonetti;5-3-2;347
20;21;Frédéric Antonetti;3-5-2;347
21;22;Frédéric Antonetti;3-4-1-2;347
22;23;Frédéric Antonetti;5-3-2;347
23;24;Frédéric Antonetti;5-4-1;347
24;25;Frédéric Antonetti;5-4-1;347
25;26;Frédéric Antonetti;3-5-2;347
26;27;Frédéric Antonetti;3-4-1-2;347
27;28;Frédéric Antonetti;5-4-1;347
28;29;Frédéric Antonetti;3-4-3;347
29;30;Frédéric Antonetti;3-4-1-2;347
30;31;Frédéric Antonetti;5-3-2;347
31;32;Frédéric Antonetti;4-3-1-2;347
32;33;Frédéric Antonetti;3-5-2;347
33;34;Frédéric Antonetti;3-5-2;347
34;35;Frédéric Antonetti;3-5-2;347
35;36;Frédéric Antonetti;3-5-2;347
36;37;Frédéric Antonetti;3-4-1-2;347
37;38;Frédéric Antonetti;3-4-2-1;347
