;jor;coach;system;teamid
0;1;Oskar Drobne;3-4-1-2;11033
1;2;Oskar Drobne;3-4-3;11033
2;3;Oskar Drobne;3-4-3;11033
3;4;Oskar Drobne;3-4-3;11033
4;5;Oskar Drobne;3-4-3;11033
5;6;Oskar Drobne;3-4-3;11033
6;7;Oskar Drobne;3-4-3;11033
7;8;Oskar Drobne;4-3-3;11033
8;9;Oskar Drobne;3-4-3;11033
9;10;Oskar Drobne;4-1-4-1;11033
10;11;Oskar Drobne;3-4-3;11033
11;12;Oskar Drobne;4-1-4-1;11033
12;13;Oskar Drobne;3-4-3;11033
13;14;Oskar Drobne;3-4-3;11033
14;15;Oskar Drobne;4-3-1-2;11033
15;16;Oskar Drobne;3-5-2;11033
16;17;Oskar Drobne;5-4-1;11033
17;18;Oskar Drobne;4-2-3-1;11033
18;19;Oskar Drobne;3-4-3;11033
19;20;Oskar Drobne;4-2-3-1;11033
20;21;Oskar Drobne;4-3-3;11033
21;22;Oskar Drobne;4-2-3-1;11033
22;23;Oskar Drobne;4-2-3-1;11033
23;24;Oskar Drobne;5-4-1;11033
24;25;Oskar Drobne;5-4-1;11033
25;26;Oskar Drobne;4-2-3-1;11033
26;27;Oskar Drobne;4-3-3;11033
27;28;Robert Pevnik;4-1-4-1;11033
28;29;Robert Pevnik;4-4-2;11033
29;30;Robert Pevnik;4-2-3-1;11033
30;31;Robert Pevnik;4-2-3-1;11033
31;32;Robert Pevnik;4-2-3-1;11033
32;33;Robert Pevnik;4-4-2;11033
33;34;Robert Pevnik;3-4-3;11033
34;35;Robert Pevnik;4-2-3-1;11033
35;36;Robert Pevnik;4-3-3;11033
