;jor;coach;system;teamid
0;1;Bruno Irles;4-3-3;7124
1;2;Bruno Irles;4-2-3-1;7124
2;3;Bruno Irles;4-3-3;7124
3;4;Bruno Irles;4-1-4-1;7124
4;5;Bruno Irles;4-2-3-1;7124
5;6;Bruno Irles;4-1-4-1;7124
6;7;Bruno Irles;4-2-3-1;7124
7;8;Bruno Irles;4-1-4-1;7124
8;9;Bruno Irles;4-1-4-1;7124
9;10;Bruno Irles;4-2-3-1;7124
10;11;Bruno Irles;4-2-3-1;7124
11;12;Bruno Irles;4-3-3;7124
12;13;Bruno Irles;4-2-3-1;7124
13;14;Bruno Irles;4-1-4-1;7124
14;15;Bruno Irles;4-4-1-1;7124
15;16;Bruno Irles;4-2-3-1;7124
16;17;Bruno Irles;4-3-2-1;7124
17;18;Bruno Irles;4-3-2-1;7124
18;19;Bruno Irles;4-3-2-1;7124
19;20;Fabien Mercadal;4-2-3-1;7124
20;21;Fabien Mercadal;5-4-1;7124
21;22;Fabien Mercadal;4-2-3-1;7124
22;23;Fabien Mercadal;5-4-1;7124
23;24;Fabien Mercadal;5-4-1;7124
24;25;Fabien Mercadal;3-4-3;7124
25;26;Fabien Mercadal;3-4-3;7124
26;27;Fabien Mercadal;3-4-3;7124
27;28;Fabien Mercadal;3-4-3;7124
28;29;Fabien Mercadal;5-4-1;7124
29;30;Fabien Mercadal;3-4-3;7124
30;31;Fabien Mercadal;4-4-2;7124
31;32;Fabien Mercadal;5-3-2;7124
32;33;Fabien Mercadal;3-4-1-2;7124
33;34;Fabien Mercadal;3-4-1-2;7124
34;35;Fabien Mercadal;3-4-3;7124
35;36;Fabien Mercadal;4-5-1;7124
36;37;Fabien Mercadal;3-4-1-2;7124
37;38;Fabien Mercadal;4-3-3;7124
