;jor;coach;system;teamid
0;1;Christophe Pélissier;5-3-2;1158
1;2;Christophe Pélissier;3-5-2;1158
2;3;Christophe Pélissier;5-3-2;1158
3;4;Christophe Pélissier;3-5-2;1158
4;5;Christophe Pélissier;5-3-2;1158
5;6;Christophe Pélissier;5-3-2;1158
6;7;Christophe Pélissier;5-3-2;1158
7;8;Christophe Pélissier;5-3-2;1158
8;9;Christophe Pélissier;5-3-2;1158
9;10;Christophe Pélissier;5-3-2;1158
10;11;Christophe Pélissier;5-3-2;1158
11;12;Christophe Pélissier;3-4-1-2;1158
12;13;Christophe Pélissier;3-5-2;1158
13;14;Christophe Pélissier;3-5-2;1158
14;15;Christophe Pélissier;5-3-2;1158
15;16;Christophe Pélissier;3-5-2;1158
16;17;Christophe Pélissier;3-5-2;1158
17;18;Christophe Pélissier;5-4-1;1158
18;19;Christophe Pélissier;4-4-2;1158
19;20;Christophe Pélissier;4-4-2;1158
20;21;Christophe Pélissier;5-3-2;1158
21;22;Christophe Pélissier;4-1-4-1;1158
22;23;Christophe Pélissier;4-3-3;1158
23;24;Christophe Pélissier;4-1-4-1;1158
24;25;Christophe Pélissier;4-1-4-1;1158
25;26;Christophe Pélissier;4-1-4-1;1158
26;27;Christophe Pélissier;4-3-3;1158
27;28;Christophe Pélissier;4-1-4-1;1158
28;29;Christophe Pélissier;4-3-3;1158
29;30;Christophe Pélissier;4-4-2;1158
30;31;Christophe Pélissier;4-3-3;1158
31;32;Christophe Pélissier;5-4-1;1158
32;33;Christophe Pélissier;4-3-3;1158
33;34;Christophe Pélissier;4-1-4-1;1158
34;35;Christophe Pélissier;4-3-3;1158
35;36;Christophe Pélissier;5-3-2;1158
36;37;Christophe Pélissier;4-3-3;1158
37;38;Christophe Pélissier;4-3-3;1158
