;jor;coach;system;teamid
0;1;Dejan Grabic;3-4-3;26985
1;2;Dejan Grabic;3-4-3;26985
2;3;Dejan Grabic;3-4-3;26985
3;4;Dejan Grabic;3-4-3;26985
4;5;Dejan Grabic;3-4-3;26985
5;6;Dejan Grabic;3-4-3;26985
6;7;Dejan Grabic;3-4-3;26985
7;8;Dejan Grabic;3-4-3;26985
8;9;Dejan Grabic;3-4-3;26985
9;10;Dejan Grabic;3-4-3;26985
10;11;Dejan Grabic;3-4-3;26985
11;12;Dejan Grabic;3-4-3;26985
12;13;Dejan Grabic;3-4-3;26985
13;14;Dejan Grabic;3-4-3;26985
14;15;Dejan Grabic;3-4-3;26985
15;16;Dejan Grabic;3-4-3;26985
16;17;Dejan Grabic;3-4-1-2;26985
17;18;Dejan Grabic;3-4-1-2;26985
18;19;Dejan Grabic;3-4-2-1;26985
19;20;Dejan Grabic;3-4-3;26985
20;21;Dejan Grabic;3-4-2-1;26985
21;22;Dejan Grabic;3-4-3;26985
22;23;Dejan Grabic;3-4-3;26985
23;24;Dejan Grabic;3-4-3;26985
24;25;Dejan Grabic;3-4-3;26985
25;26;Dejan Grabic;3-4-3;26985
26;27;Dejan Grabic;3-4-3;26985
27;28;Dejan Grabic;3-4-3;26985
28;29;Dejan Grabic;3-4-3;26985
29;30;Dejan Grabic;3-4-3;26985
30;31;Dejan Grabic;3-4-3;26985
31;32;Dejan Grabic;3-4-3;26985
32;33;Dejan Grabic;3-4-3;26985
33;34;Dejan Grabic;3-4-3;26985
34;35;Dejan Grabic;3-4-3;26985
35;36;Dejan Grabic;3-4-3;26985
