;jor;coach;system;teamid
0;1;Rikard Norling;3-4-3;2844
1;2;Rikard Norling;3-4-3;2844
2;3;Rikard Norling;3-4-3;2844
3;4;Rikard Norling;3-4-1-2;2844
4;5;Rikard Norling;3-4-3;2844
5;6;Rikard Norling;3-4-3;2844
6;7;Rikard Norling;3-4-3;2844
7;8;Rikard Norling;3-4-1-2;2844
8;9;Rikard Norling;3-4-3;2844
9;10;Rikard Norling;3-4-3;2844
10;11;Rikard Norling;3-4-3;2844
11;12;Rikard Norling;3-4-3;2844
12;13;Rikard Norling;3-4-3;2844
13;14;Vedran Vucicevic;4-2-3-1;2844
14;15;Vedran Vucicevic;4-2-3-1;2844
15;16;Vedran Vucicevic;4-4-2;2844
16;17;Vedran Vucicevic;4-3-3;2844
17;18;Glen Riddersholm;4-3-3;2844
18;19;Glen Riddersholm;4-3-3;2844
19;20;Glen Riddersholm;4-3-3;2844
20;21;Glen Riddersholm;4-3-3;2844
21;22;Glen Riddersholm;4-3-3;2844
22;23;Glen Riddersholm;4-3-3;2844
23;24;Glen Riddersholm;4-3-3;2844
24;25;Glen Riddersholm;4-3-3;2844
25;26;Glen Riddersholm;4-3-3;2844
26;27;Glen Riddersholm;4-3-3;2844
27;28;Glen Riddersholm;4-3-3;2844
28;29;Glen Riddersholm;4-3-3;2844
29;30;Glen Riddersholm;4-3-3;2844
