;jor;coach;system;teamid
0;1;Steven Gerrard;4-3-3;124
1;2;Steven Gerrard;4-3-3;124
2;3;Steven Gerrard;4-3-3;124
3;4;Gary McAllister;4-3-3;124
4;5;Steven Gerrard;4-3-3;124
5;6;Steven Gerrard;4-3-3;124
6;7;Steven Gerrard;4-3-3;124
7;8;Steven Gerrard;4-3-3;124
8;9;Steven Gerrard;4-2-3-1;124
9;10;Steven Gerrard;4-3-3;124
10;11;Steven Gerrard;4-3-3;124
11;12;Steven Gerrard;4-3-3;124
12;13;Steven Gerrard;4-3-3;124
13;14;Giovanni van Bronckhorst;4-3-3;124
14;15;Giovanni van Bronckhorst;4-3-3;124
15;16;Giovanni van Bronckhorst;4-3-3;124
16;17;Giovanni van Bronckhorst;4-3-3;124
17;18;Giovanni van Bronckhorst;4-3-3;124
18;19;Giovanni van Bronckhorst;4-3-3;124
19;20;Giovanni van Bronckhorst;4-3-3;124
20;21;Giovanni van Bronckhorst;4-3-3;124
21;22;Giovanni van Bronckhorst;4-3-3;124
22;23;Giovanni van Bronckhorst;4-3-3;124
23;24;Giovanni van Bronckhorst;4-3-3;124
24;25;Giovanni van Bronckhorst;4-3-3;124
25;26;Giovanni van Bronckhorst;4-2-3-1;124
26;27;Giovanni van Bronckhorst;4-2-3-1;124
27;28;Giovanni van Bronckhorst;4-3-3;124
28;29;Giovanni van Bronckhorst;4-2-3-1;124
29;30;Giovanni van Bronckhorst;4-2-3-1;124
30;31;Giovanni van Bronckhorst;4-2-3-1;124
31;32;Giovanni van Bronckhorst;4-2-3-1;124
32;33;Giovanni van Bronckhorst;4-3-3;124
