;jor;coach;system;teamid
0;1;Sergio Gómez;4-2-3-1;12574
1;2;Sergio Gómez;5-4-1;12574
2;3;Sergio Gómez;5-3-2;12574
3;4;Sergio Gómez;4-1-3-2;12574
4;5;Sergio Gómez;4-2-3-1;12574
5;6;Sergio Gómez;4-2-3-1;12574
6;7;Sergio Gómez;4-2-3-1;12574
7;8;Sergio Gómez;4-2-3-1;12574
8;9;Sergio Gómez;4-2-3-1;12574
9;10;Sergio Gómez;4-3-3;12574
10;11;Sergio Gómez;4-4-2;12574
11;12;Sergio Gómez;4-2-3-1;12574
12;13;Sergio Gómez;4-4-2;12574
13;14;Sergio Gómez;4-3-3;12574
14;15;Sergio Gómez;4-2-3-1;12574
15;16;Sergio Gómez;4-4-2;12574
16;17;Sergio Gómez;4-2-3-1;12574
17;18;Sergio Gómez;4-2-3-1;12574
18;19;Sergio Gómez;4-2-3-1;12574
19;20;Sergio Gómez;4-2-3-1;12574
20;21;Sergio Gómez;4-2-3-1;12574
21;22;Sergio Gómez;4-4-2;12574
22;23;Sergio Gómez;4-4-2;12574
23;24;Sergio Gómez;4-4-2;12574
24;25;Sergio Gómez;3-4-3;12574
25;26;Sergio Gómez;3-4-2-1;12574
26;27;Sergio Gómez;3-3-3-1;12574
