;jor;coach;system;teamid
0;1;Mustafa Denizli;5-4-1;2375
1;2;Mustafa Denizli;5-4-1;2375
2;3;Mustafa Denizli;5-4-1;2375
3;4;Mustafa Denizli;4-2-3-1;2375
4;5;Mustafa Denizli;4-1-4-1;2375
5;6;Mustafa Denizli;4-1-4-1;2375
6;7;Mustafa Denizli;4-2-3-1;2375
7;8;Mustafa Denizli;4-1-4-1;2375
8;9;Mustafa Denizli;4-1-4-1;2375
9;10;Mustafa Denizli;3-4-3;2375
10;11;Mustafa Denizli;4-2-3-1;2375
11;12;Mustafa Denizli;4-2-3-1;2375
12;13;Mustafa Denizli;4-2-3-1;2375
13;14;Mustafa Denizli;4-2-3-1;2375
14;15;Mustafa Denizli;4-2-3-1;2375
15;16;Mustafa Denizli;4-2-3-1;2375
16;17;Mustafa Denizli;4-2-3-1;2375
17;18;Mustafa Denizli;4-2-3-1;2375
18;19;Mustafa Denizli;4-1-4-1;2375
19;20;Mustafa Denizli;4-2-3-1;2375
20;21;Mert Nobre;4-2-3-1;2375
21;22;Mert Nobre;4-2-3-1;2375
22;23;Mert Nobre;4-2-3-1;2375
23;24;Serkan Özbalta;4-1-4-1;2375
24;25;Serkan Özbalta;4-1-4-1;2375
25;26;Serkan Özbalta;4-1-4-1;2375
26;27;Serkan Özbalta;4-1-4-1;2375
27;28;Serkan Özbalta;4-1-4-1;2375
28;29;Serkan Özbalta;4-1-4-1;2375
29;30;Serkan Özbalta;4-1-4-1;2375
30;31;Sinan Kaloglu;4-1-4-1;2375
31;32;Sinan Kaloglu;5-4-1;2375
32;33;Sinan Kaloglu;5-3-2;2375
33;34;Sinan Kaloglu;4-1-4-1;2375
34;35;Sinan Kaloglu;3-5-2;2375
35;36;Sinan Kaloglu;4-1-4-1;2375
36;37;Sinan Kaloglu;3-5-2;2375
37;38;Sinan Kaloglu;3-5-2;2375
