;jor;coach;system;teamid
0;1;Damir Krznar;4-2-3-1;419
1;2;Damir Krznar;4-3-3;419
2;3;Damir Krznar;4-3-3;419
3;4;Zeljko Kopic;3-4-1-2;419
4;5;Damir Krznar;4-2-3-1;419
5;6;Damir Krznar;4-2-3-1;419
6;7;Damir Krznar;4-4-2;419
7;8;Damir Krznar;3-4-1-2;419
8;9;Zeljko Kopic;4-3-3;419
9;10;Damir Krznar;4-2-3-1;419
10;11;Damir Krznar;4-2-3-1;419
11;12;Damir Krznar;4-2-3-1;419
12;13;Damir Krznar;4-3-3;419
13;14;Damir Krznar;4-2-3-1;419
14;15;Damir Krznar;4-2-3-1;419
15;16;Damir Krznar;4-2-3-1;419
16;17;Damir Krznar;4-2-3-1;419
17;18;Zeljko Kopic;4-2-3-1;419
18;19;Zeljko Kopic;3-4-1-2;419
19;20;Zeljko Kopic;3-4-3;419
20;21;Zeljko Kopic;3-4-1-2;419
21;22;Zeljko Kopic;3-5-2;419
22;23;Zeljko Kopic;3-5-2;419
23;24;Zeljko Kopic;3-4-1-2;419
24;25;Zeljko Kopic;3-5-2;419
25;26;Zeljko Kopic;4-2-3-1;419
26;27;Zeljko Kopic;3-4-3;419
27;28;Zeljko Kopic;3-4-1-2;419
28;29;Zeljko Kopic;3-5-2;419
29;30;Zeljko Kopic;3-5-2;419
30;31;Zeljko Kopic;3-4-1-2;419
31;32;Ante Cacic;4-3-3;419
32;33;Ante Cacic;4-2-3-1;419
33;34;Ante Cacic;4-2-3-1;419
34;35;Ante Cacic;4-3-3;419
35;36;Ante Cacic;4-2-3-1;419
