;jor;coach;system;teamid
0;1;Luis Miguel Carrión;4-2-3-1;7077
1;2;Luis Miguel Carrión;4-2-3-1;7077
2;3;Luis Miguel Carrión;4-2-3-1;7077
3;4;Luis Miguel Carrión;4-2-3-1;7077
4;5;Luis Miguel Carrión;4-4-2;7077
5;6;Luis Miguel Carrión;4-4-2;7077
6;7;Luis Miguel Carrión;4-4-2;7077
7;8;Luis Miguel Carrión;4-4-2;7077
8;9;Luis Miguel Carrión;3-4-1-2;7077
9;10;Luis Miguel Carrión;4-4-2;7077
10;11;Luis Miguel Carrión;3-4-2-1;7077
11;12;Luis Miguel Carrión;4-2-3-1;7077
12;13;Luis Miguel Carrión;3-4-2-1;7077
13;14;Luis Miguel Carrión;3-1-4-2;7077
14;15;Luis Miguel Carrión;4-2-3-1;7077
15;16;Luis Miguel Carrión;4-2-3-1;7077
16;17;Luis Miguel Carrión;4-2-3-1;7077
17;18;Luis Miguel Carrión;5-3-2;7077
18;19;Luis Miguel Carrión;4-2-3-1;7077
19;20;Luis Miguel Carrión;4-2-3-1;7077
20;21;Luis Miguel Carrión;4-2-3-1;7077
21;22;Luis Miguel Carrión;4-2-3-1;7077
22;23;Luis Miguel Carrión;4-4-1-1;7077
23;24;Luis Miguel Carrión;4-2-3-1;7077
24;25;Luis Miguel Carrión;4-2-3-1;7077
25;26;Luis Miguel Carrión;4-2-3-1;7077
26;27;Luis Miguel Carrión;4-2-3-1;7077
27;28;Luis Miguel Carrión;4-2-3-1;7077
28;29;Luis Miguel Carrión;4-4-2;7077
29;30;Luis Miguel Carrión;4-2-3-1;7077
30;31;Luis Miguel Carrión;4-2-3-1;7077
31;32;Luis Miguel Carrión;4-2-3-1;7077
32;33;Luis Miguel Carrión;4-2-3-1;7077
33;34;Luis Miguel Carrión;4-2-3-1;7077
34;35;Luis Miguel Carrión;4-4-2;7077
35;36;Luis Miguel Carrión;4-2-3-1;7077
36;37;Luis Miguel Carrión;4-3-3;7077
37;38;Luis Miguel Carrión;4-2-3-1;7077
38;39;Luis Miguel Carrión;4-2-3-1;7077
39;40;Luis Miguel Carrión;4-2-3-1;7077
40;41;Luis Miguel Carrión;4-3-3;7077
41;42;Luis Miguel Carrión;4-2-3-1;7077
