;jor;coach;system;teamid
0;1;Markus Schopp;5-4-1;349
1;2;Markus Schopp;5-4-1;349
2;3;Markus Schopp;3-4-3;349
3;4;Markus Schopp;3-4-3;349
4;5;Markus Schopp;3-4-3;349
5;6;Markus Schopp;5-4-1;349
6;7;Markus Schopp;3-4-3;349
7;8;Markus Schopp;3-4-3;349
8;9;Markus Schopp;5-4-1;349
9;10;Markus Schopp;5-4-1;349
10;11;Markus Schopp;5-4-1;349
11;12;Markus Schopp;5-4-1;349
12;13;Markus Schopp;3-4-3;349
13;14;Markus Schopp;3-4-3;349
14;15;Markus Schopp;5-4-1;349
15;16;Joseph Laumann;3-4-3;349
16;17;Joseph Laumann;5-4-1;349
17;18;Poya Asbaghi;4-2-3-1;349
18;19;Poya Asbaghi;4-3-3;349
19;20;Poya Asbaghi;4-3-3;349
20;21;Poya Asbaghi;3-4-3;349
21;22;Poya Asbaghi;3-4-3;349
22;23;Poya Asbaghi;5-4-1;349
23;24;Poya Asbaghi;3-4-2-1;349
24;25;Poya Asbaghi;4-2-3-1;349
25;26;Poya Asbaghi;4-2-3-1;349
26;27;Martin Devaney;3-5-2;349
27;28;Poya Asbaghi;4-2-3-1;349
28;29;Poya Asbaghi;3-5-2;349
29;30;Poya Asbaghi;3-5-2;349
30;31;Poya Asbaghi;3-4-2-1;349
31;32;Poya Asbaghi;3-1-4-2;349
32;33;Poya Asbaghi;3-4-2-1;349
33;34;Poya Asbaghi;4-2-3-1;349
34;35;Poya Asbaghi;4-2-3-1;349
35;36;Poya Asbaghi;4-2-3-1;349
36;37;Poya Asbaghi;4-2-3-1;349
37;38;Poya Asbaghi;4-2-3-1;349
38;39;Poya Asbaghi;4-2-3-1;349
39;40;Poya Asbaghi;4-2-3-1;349
40;41;Poya Asbaghi;4-2-3-1;349
41;42;Poya Asbaghi;4-3-1-2;349
42;43;Poya Asbaghi;4-2-3-1;349
43;44;Poya Asbaghi;4-2-3-1;349
44;45;Martin Devaney;3-5-2;349
45;46;Martin Devaney;3-5-2;349
