;jor;coach;system;teamid
0;1;Abel Braga;5-4-1;2790
1;2;Abel Braga;3-5-2;2790
2;3;Abel Braga;3-1-4-2;2790
3;4;Mattia Croci-Torti;5-4-1;2790
4;5;Abel Braga;3-1-4-2;2790
5;6;Mattia Croci-Torti;5-4-1;2790
6;7;Mattia Croci-Torti;5-4-1;2790
7;8;Mattia Croci-Torti;4-4-2;2790
8;9;Mattia Croci-Torti;4-4-2;2790
9;10;Mattia Croci-Torti;4-3-3;2790
10;11;Mattia Croci-Torti;4-4-2;2790
11;12;Mattia Croci-Torti;4-3-3;2790
12;13;Mattia Croci-Torti;4-4-1-1;2790
13;14;Mattia Croci-Torti;3-4-3;2790
14;15;Mattia Croci-Torti;3-4-3;2790
15;16;Mattia Croci-Torti;3-4-2-1;2790
16;17;Mattia Croci-Torti;3-4-2-1;2790
17;18;Mattia Croci-Torti;4-3-3;2790
18;19;Mattia Croci-Torti;5-4-1;2790
19;20;Mattia Croci-Torti;5-4-1;2790
20;21;Mattia Croci-Torti;3-1-4-2;2790
21;22;Mattia Croci-Torti;5-4-1;2790
22;23;Mattia Croci-Torti;3-1-4-2;2790
23;24;Mattia Croci-Torti;3-1-4-2;2790
24;25;Mattia Croci-Torti;4-3-3;2790
25;26;Mattia Croci-Torti;3-4-2-1;2790
26;27;Mattia Croci-Torti;3-4-2-1;2790
27;28;Mattia Croci-Torti;3-4-2-1;2790
28;29;Mattia Croci-Torti;3-4-2-1;2790
29;30;Mattia Croci-Torti;3-4-3;2790
30;31;Mattia Croci-Torti;3-4-2-1;2790
31;32;Mattia Croci-Torti;3-4-2-1;2790
32;33;Mattia Croci-Torti;4-3-3;2790
33;34;Mattia Croci-Torti;4-3-3;2790
34;35;Mattia Croci-Torti;4-3-3;2790
35;36;Mattia Croci-Torti;4-3-3;2790
