;jor;coach;system;teamid
0;1;Pêpa;4-3-3;2420
1;2;Pêpa;4-3-3;2420
2;3;Pêpa;4-3-3;2420
3;4;Pêpa;4-3-3;2420
4;5;Pêpa;4-3-3;2420
5;6;Pêpa;4-3-3;2420
6;7;Pêpa;4-3-3;2420
7;8;Pêpa;4-3-3;2420
8;9;Pêpa;4-3-3;2420
9;10;Pêpa;4-3-3;2420
10;11;Pêpa;4-3-3;2420
11;12;Pêpa;4-3-3;2420
12;13;Pêpa;4-3-3;2420
13;14;Pêpa;4-3-3;2420
14;15;Pêpa;4-3-3;2420
15;16;Pêpa;4-3-3;2420
16;17;Pêpa;4-1-3-2;2420
17;18;Pêpa;4-2-3-1;2420
18;19;Pêpa;4-3-3;2420
19;20;Pêpa;4-3-3;2420
20;21;Pêpa;4-2-3-1;2420
21;22;Pêpa;4-3-3;2420
22;23;Pêpa;4-4-2;2420
23;24;Pêpa;4-3-3;2420
24;25;Pêpa;4-3-3;2420
25;26;Pêpa;4-1-4-1;2420
26;27;Pêpa;4-1-4-1;2420
27;28;Pêpa;4-3-3;2420
28;29;Pêpa;4-3-3;2420
29;30;Pêpa;4-3-3;2420
30;31;Pêpa;4-3-3;2420
31;32;Pêpa;4-3-3;2420
32;33;Pêpa;4-3-3;2420
33;34;Pêpa;4-3-3;2420
