;jor;coach;system;teamid
0;1;Henrik Ahnstrand;3-5-2;2843
1;2;Henrik Ahnstrand;3-5-2;2843
2;3;Henrik Ahnstrand;3-5-2;2843
3;4;Henrik Ahnstrand;4-2-3-1;2843
4;5;Henrik Ahnstrand;4-2-3-1;2843
5;6;Henrik Ahnstrand;4-2-3-1;2843
6;7;Henrik Ahnstrand;4-3-3;2843
7;8;Henrik Ahnstrand;4-3-2-1;2843
8;9;Henrik Ahnstrand;4-3-3;2843
9;10;Henrik Ahnstrand;4-3-3;2843
10;11;Henrik Ahnstrand;4-2-3-1;2843
11;12;Henrik Ahnstrand;4-4-2;2843
12;13;Henrik Ahnstrand;4-4-2;2843
13;14;Henrik Ahnstrand;4-4-2;2843
14;15;Henrik Ahnstrand;3-5-2;2843
15;16;Brian Clarhaut;4-3-1-2;2843
16;17;Brian Clarhaut;4-4-2;2843
17;18;Brian Clarhaut;5-3-2;2843
18;19;Brian Clarhaut;3-4-3;2843
19;20;Brian Clarhaut;3-5-2;2843
20;21;Brian Clarhaut;3-5-2;2843
21;22;Brian Clarhaut;3-5-2;2843
22;23;Brian Clarhaut;3-5-2;2843
23;24;Brian Clarhaut;3-5-2;2843
24;25;Brian Clarhaut;3-5-2;2843
25;26;Brian Clarhaut;3-5-2;2843
26;27;Brian Clarhaut;4-1-3-2;2843
27;28;Brian Clarhaut;3-5-2;2843
28;29;Brian Clarhaut;4-3-1-2;2843
29;30;Brian Clarhaut;5-3-2;2843
