;jor;coach;system;teamid
0;1;Adrian Mutu;4-3-3;1007
1;2;Adrian Mutu;4-3-3;1007
2;3;Adrian Mutu;4-3-3;1007
3;4;Adrian Mutu;4-3-3;1007
4;5;Adrian Mutu;4-3-3;1007
5;6;Adrian Mutu;4-3-3;1007
6;7;Adrian Mutu;4-4-2;1007
7;8;Adrian Mutu;4-3-3;1007
8;9;Adrian Mutu;4-3-3;1007
9;10;Adrian Mutu;4-3-3;1007
10;11;Adrian Mutu;4-4-2;1007
11;12;Flavius Stoican;4-4-1-1;1007
12;13;Flavius Stoican;4-2-3-1;1007
13;14;Flavius Stoican;4-2-3-1;1007
14;15;Dan Vasilica;4-4-2;1007
15;16;Eugen Trica;4-3-3;1007
16;17;Eugen Trica;4-4-2;1007
17;18;Eugen Trica;4-3-3;1007
18;19;Eugen Trica;4-4-2;1007
19;20;Dan Vasilica;4-5-1;1007
20;21;Nicolò Napoli;4-2-3-1;1007
21;22;Nicolò Napoli;4-3-3;1007
22;23;Nicolò Napoli;4-2-3-1;1007
23;24;Nicolò Napoli;4-2-3-1;1007
24;25;Nicolò Napoli;4-2-3-1;1007
25;26;Nicolò Napoli;4-2-3-1;1007
26;27;Nicolò Napoli;4-4-2;1007
27;28;Nicolò Napoli;4-4-2;1007
28;29;Nicolò Napoli;4-2-3-1;1007
29;30;0;4-2-3-1;1007
