;jor;coach;system;teamid
0;1;Claude Puel;4-4-1-1;618
1;2;Claude Puel;4-3-3;618
2;3;Claude Puel;4-3-3;618
3;4;Claude Puel;4-3-3;618
4;5;Claude Puel;4-2-3-1;618
5;6;Claude Puel;3-4-2-1;618
6;7;Claude Puel;3-4-3;618
7;8;Claude Puel;3-4-3;618
8;9;Claude Puel;4-2-3-1;618
9;10;Claude Puel;4-2-3-1;618
10;11;Claude Puel;4-3-1-2;618
11;12;Claude Puel;4-3-1-2;618
12;13;Claude Puel;4-3-3;618
13;14;Claude Puel;4-4-2;618
14;15;Claude Puel;4-2-3-1;618
15;16;Claude Puel;4-2-3-1;618
16;17;Claude Puel;4-4-2;618
17;18;Julien Sablé;4-3-3;618
18;19;Pascal Dupraz;4-4-2;618
19;20;Pascal Dupraz;3-4-2-1;618
20;21;Pascal Dupraz;5-4-1;618
21;22;Pascal Dupraz;3-4-2-1;618
22;23;Pascal Dupraz;3-4-1-2;618
23;24;Pascal Dupraz;3-4-1-2;618
24;25;Pascal Dupraz;3-4-1-2;618
25;26;Pascal Dupraz;5-4-1;618
26;27;Pascal Dupraz;3-4-1-2;618
27;28;Pascal Dupraz;3-4-1-2;618
28;29;Pascal Dupraz;3-4-1-2;618
29;30;Pascal Dupraz;3-4-3;618
30;31;Pascal Dupraz;3-4-1-2;618
31;32;Pascal Dupraz;3-4-3;618
32;33;Pascal Dupraz;3-4-3;618
33;34;Pascal Dupraz;3-4-1-2;618
34;35;Pascal Dupraz;5-4-1;618
35;36;Pascal Dupraz;5-4-1;618
36;37;Pascal Dupraz;3-4-1-2;618
37;38;Pascal Dupraz;3-4-1-2;618
