;jor;coach;system;teamid
0;1;Slavisa Jokanovic;4-4-2;350
1;2;Slavisa Jokanovic;4-4-2;350
2;3;Slavisa Jokanovic;4-3-3;350
3;4;Slavisa Jokanovic;3-5-2;350
4;5;Slavisa Jokanovic;3-5-2;350
5;6;Slavisa Jokanovic;4-2-3-1;350
6;7;Slavisa Jokanovic;4-2-3-1;350
7;8;Slavisa Jokanovic;4-2-3-1;350
8;9;Slavisa Jokanovic;4-2-3-1;350
9;10;Slavisa Jokanovic;4-2-3-1;350
10;11;Slavisa Jokanovic;4-2-3-1;350
11;12;Slavisa Jokanovic;4-2-3-1;350
12;13;Slavisa Jokanovic;4-4-2;350
13;14;Slavisa Jokanovic;4-4-2;350
14;15;Slavisa Jokanovic;4-2-3-1;350
15;16;Slavisa Jokanovic;4-2-3-1;350
16;17;Slavisa Jokanovic;4-2-3-1;350
17;18;Slavisa Jokanovic;3-4-2-1;350
18;19;Slavisa Jokanovic;5-4-1;350
19;20;Paul Heckingbottom;3-4-2-1;350
20;21;Paul Heckingbottom;5-4-1;350
21;22;Paul Heckingbottom;3-5-2;350
22;23;Paul Heckingbottom;3-5-2;350
23;24;Paul Heckingbottom;3-4-1-2;350
24;25;Paul Heckingbottom;3-4-2-1;350
25;26;Paul Heckingbottom;3-5-2;350
26;27;Paul Heckingbottom;3-4-1-2;350
27;28;Paul Heckingbottom;3-4-2-1;350
28;29;Paul Heckingbottom;5-3-2;350
29;30;Paul Heckingbottom;3-5-2;350
30;31;Paul Heckingbottom;5-3-2;350
31;32;Paul Heckingbottom;3-4-2-1;350
32;33;Paul Heckingbottom;3-5-2;350
33;34;Paul Heckingbottom;3-5-2;350
34;35;Paul Heckingbottom;5-3-2;350
35;36;Paul Heckingbottom;3-5-2;350
36;37;Paul Heckingbottom;3-5-2;350
37;38;Paul Heckingbottom;3-4-1-2;350
38;39;Paul Heckingbottom;3-5-2;350
39;40;Paul Heckingbottom;3-5-2;350
40;41;Paul Heckingbottom;3-5-2;350
41;42;Paul Heckingbottom;3-5-2;350
42;43;Paul Heckingbottom;3-5-2;350
43;44;Paul Heckingbottom;3-5-2;350
44;45;Paul Heckingbottom;3-5-2;350
45;46;Paul Heckingbottom;3-4-1-2;350
