;jor;coach;system;teamid
0;1;Irfan Buz;3-5-2;19789
1;2;Irfan Buz;3-5-2;19789
2;3;Irfan Buz;3-5-2;19789
3;4;Irfan Buz;3-5-2;19789
4;5;Irfan Buz;4-4-2;19789
5;6;Irfan Buz;4-1-4-1;19789
6;7;Irfan Buz;4-4-2;19789
7;8;Irfan Buz;4-2-3-1;19789
8;9;Marius Sumudica;3-1-4-2;19789
9;10;Marius Sumudica;3-1-4-2;19789
10;11;Marius Sumudica;3-1-4-2;19789
11;12;Marius Sumudica;3-1-4-2;19789
12;13;Marius Sumudica;3-1-4-2;19789
13;14;Marius Sumudica;5-4-1;19789
14;15;Marius Sumudica;5-4-1;19789
15;16;Marius Sumudica;3-1-4-2;19789
16;17;Marius Sumudica;3-4-3;19789
17;18;Marius Sumudica;4-4-1-1;19789
18;19;Marius Sumudica;4-4-1-1;19789
19;20;Marius Sumudica;5-4-1;19789
20;21;Marius Sumudica;4-4-2;19789
21;22;Atila Gerin;3-4-3;19789
22;23;Gabriel Margarit;3-4-3;19789
23;24;Marius Sumudica;4-1-4-1;19789
24;25;Adem Büyük;4-2-3-1;19789
25;26;Adem Büyük;4-2-3-1;19789
26;27;Atila Gerin;4-2-3-1;19789
27;28;Cihat Arslan;4-1-4-1;19789
28;29;Cihat Arslan;4-4-2;19789
29;30;Cihat Arslan;4-1-4-1;19789
30;31;Cihat Arslan;4-4-2;19789
31;32;Cihat Arslan;4-1-4-1;19789
32;33;Cihat Arslan;4-2-3-1;19789
33;34;Cihat Arslan;4-2-3-1;19789
34;35;Cihat Arslan;4-1-4-1;19789
35;36;Cihat Arslan;4-1-4-1;19789
36;37;Cihat Arslan;4-1-4-1;19789
37;38;Cihat Arslan;4-2-3-1;19789
