;jor;coach;system;teamid
0;1;Diego Dabove;4-4-2;2063
1;2;Diego Dabove;4-2-3-1;2063
2;3;Diego Dabove;4-3-3;2063
3;4;Diego Dabove;4-3-3;2063
4;5;Diego Dabove;4-2-3-1;2063
5;6;Diego Dabove;4-2-3-1;2063
6;7;Diego Dabove;4-2-3-1;2063
7;8;Diego Dabove;4-2-3-1;2063
8;9;Diego Dabove;4-2-3-1;2063
9;10;Diego Dabove;4-2-3-1;2063
10;11;Diego Dabove;4-2-3-1;2063
11;12;Diego Dabove;4-2-3-1;2063
12;13;Diego Dabove;4-2-3-1;2063
13;14;Diego Dabove;4-2-3-1;2063
14;15;Diego Dabove;4-3-3;2063
15;16;Diego Dabove;4-2-3-1;2063
16;17;Diego Dabove;4-2-3-1;2063
17;18;Diego Dabove;4-2-3-1;2063
18;19;Diego Dabove;4-2-3-1;2063
19;20;Diego Dabove;4-3-3;2063
20;21;Diego Dabove;4-1-3-2;2063
21;22;Diego Dabove;4-2-3-1;2063
22;23;Diego Dabove;4-2-3-1;2063
23;24;Diego Dabove;4-2-3-1;2063
24;25;Diego Dabove;4-4-2;2063
25;26;Diego Dabove;4-4-2;2063
26;27;Diego Dabove;4-2-3-1;2063
