;jor;coach;system;teamid
0;1;Mbaye Leye;5-3-2;3057
1;2;Mbaye Leye;5-3-2;3057
2;3;Mbaye Leye;5-3-2;3057
3;4;Mbaye Leye;4-3-3;3057
4;5;Mbaye Leye;4-3-3;3057
5;6;Mbaye Leye;4-4-2;3057
6;7;Mbaye Leye;3-4-1-2;3057
7;8;Mbaye Leye;4-3-1-2;3057
8;9;Mbaye Leye;4-4-2;3057
9;10;Mbaye Leye;5-4-1;3057
10;11;Luka Elsner;4-4-2;3057
11;12;Luka Elsner;4-4-2;3057
12;13;Luka Elsner;4-5-1;3057
13;14;Luka Elsner;4-2-3-1;3057
14;15;Luka Elsner;4-3-3;3057
15;16;Luka Elsner;4-3-3;3057
16;17;Luka Elsner;4-3-3;3057
17;18;Luka Elsner;4-3-3;3057
18;19;Luka Elsner;3-4-1-2;3057
19;20;Luka Elsner;4-2-3-1;3057
20;21;Luka Elsner;4-3-3;3057
21;22;Luka Elsner;4-4-2;3057
22;23;Luka Elsner;4-4-2;3057
23;24;Luka Elsner;4-4-2;3057
24;25;Luka Elsner;4-4-2;3057
25;26;Luka Elsner;4-5-1;3057
26;27;Luka Elsner;4-3-3;3057
27;28;Luka Elsner;4-5-1;3057
28;29;Luka Elsner;3-4-1-2;3057
29;30;Luka Elsner;5-3-2;3057
30;31;Luka Elsner;5-3-2;3057
31;32;Luka Elsner;3-4-1-2;3057
32;33;Luka Elsner;3-4-2-1;3057
33;34;Luka Elsner;5-4-1;3057
