;jor;coach;system;teamid
0;1;Filippo Inzaghi;4-3-3;19
1;2;Filippo Inzaghi;4-3-3;19
2;3;Filippo Inzaghi;4-3-3;19
3;4;Filippo Inzaghi;4-3-3;19
4;5;Filippo Inzaghi;4-3-3;19
5;6;Filippo Inzaghi;4-3-3;19
6;7;Filippo Inzaghi;4-3-3;19
7;8;Filippo Inzaghi;4-3-2-1;19
8;9;Filippo Inzaghi;4-3-3;19
9;10;Filippo Inzaghi;4-3-2-1;19
10;11;Filippo Inzaghi;4-3-1-2;19
11;12;Filippo Inzaghi;4-3-2-1;19
12;13;Filippo Inzaghi;4-3-2-1;19
13;14;Filippo Inzaghi;3-5-2;19
14;15;Filippo Inzaghi;4-3-3;19
15;16;Filippo Inzaghi;4-3-3;19
16;17;Filippo Inzaghi;4-3-3;19
17;18;Filippo Inzaghi;4-3-3;19
18;19;Filippo Inzaghi;4-3-3;19
19;20;Filippo Inzaghi;4-3-1-2;19
20;21;Filippo Inzaghi;4-3-3;19
21;22;Filippo Inzaghi;4-3-1-2;19
22;23;Filippo Inzaghi;4-3-2-1;19
23;24;Filippo Inzaghi;4-3-2-1;19
24;25;Filippo Inzaghi;4-3-2-1;19
25;26;Filippo Inzaghi;4-3-3;19
26;27;Filippo Inzaghi;4-3-2-1;19
27;28;Filippo Inzaghi;4-3-2-1;19
28;29;Filippo Inzaghi;3-5-2;19
29;30;Filippo Inzaghi;3-5-2;19
30;31;Filippo Inzaghi;3-4-3;19
31;32;Eugenio Corini;4-3-1-2;19
32;33;Eugenio Corini;4-3-1-2;19
33;34;Eugenio Corini;4-3-1-2;19
34;35;Eugenio Corini;4-3-1-2;19
35;36;Eugenio Corini;4-3-1-2;19
36;37;Eugenio Corini;4-3-1-2;19
37;38;Eugenio Corini;4-3-1-2;19
