;jor;coach;system;teamid
0;1;Marek Papszun;3-4-2-1;9644
1;2;Marek Papszun;3-4-2-1;9644
2;3;Marek Papszun;3-4-2-1;9644
3;4;Marek Papszun;3-5-2;9644
4;5;Marek Papszun;3-4-2-1;9644
5;6;Marek Papszun;3-4-2-1;9644
6;7;Marek Papszun;3-4-2-1;9644
7;8;Marek Papszun;3-4-2-1;9644
8;9;Marek Papszun;3-5-2;9644
9;10;Marek Papszun;3-5-2;9644
10;11;Marek Papszun;3-4-2-1;9644
11;12;Marek Papszun;3-4-2-1;9644
12;13;Marek Papszun;3-4-2-1;9644
13;14;Marek Papszun;3-4-2-1;9644
14;15;Marek Papszun;3-4-2-1;9644
15;16;Marek Papszun;3-4-2-1;9644
16;17;Marek Papszun;3-4-2-1;9644
17;18;Marek Papszun;3-4-2-1;9644
18;19;Marek Papszun;3-4-2-1;9644
19;20;Marek Papszun;3-4-2-1;9644
20;21;Marek Papszun;3-4-2-1;9644
21;22;Marek Papszun;3-4-2-1;9644
22;23;Marek Papszun;3-4-2-1;9644
23;24;Marek Papszun;3-4-2-1;9644
24;25;Marek Papszun;3-4-2-1;9644
25;26;Marek Papszun;3-4-2-1;9644
26;27;Marek Papszun;3-4-2-1;9644
27;28;Marek Papszun;3-4-2-1;9644
28;29;Marek Papszun;3-4-2-1;9644
29;30;Marek Papszun;3-4-2-1;9644
30;31;Marek Papszun;3-4-2-1;9644
31;32;Marek Papszun;3-4-2-1;9644
32;33;Marek Papszun;3-4-2-1;9644
33;34;Marek Papszun;3-4-2-1;9644
