;jor;coach;system;teamid
0;1;Senol Can;4-1-4-1;10484
1;2;Cihat Arslan;4-1-4-1;10484
2;3;Cihat Arslan;4-2-3-1;10484
3;4;Cihat Arslan;4-4-2;10484
4;5;Cihat Arslan;4-1-4-1;10484
5;6;Cihat Arslan;4-1-4-1;10484
6;7;Cihat Arslan;4-2-3-1;10484
7;8;Cihat Arslan;4-2-3-1;10484
8;9;Cihat Arslan;4-2-3-1;10484
9;10;Cihat Arslan;3-5-2;10484
10;11;Hakan Kutlu;4-2-3-1;10484
11;12;Hakan Kutlu;4-2-3-1;10484
12;13;Hakan Kutlu;4-2-3-1;10484
13;14;Hakan Kutlu;4-4-2;10484
14;15;Hakan Kutlu;4-4-2;10484
15;16;Hakan Kutlu;4-2-3-1;10484
16;17;Hakan Kutlu;4-2-3-1;10484
17;18;Sami Ugurlu;4-4-2;10484
18;19;Sami Ugurlu;4-1-4-1;10484
19;20;Sami Ugurlu;4-1-4-1;10484
20;21;Sami Ugurlu;4-2-3-1;10484
21;22;Sami Ugurlu;4-2-3-1;10484
22;23;Sami Ugurlu;4-1-4-1;10484
23;24;Sami Ugurlu;4-2-3-1;10484
24;25;Sami Ugurlu;4-1-4-1;10484
25;26;Sami Ugurlu;4-1-4-1;10484
26;27;Sami Ugurlu;4-1-4-1;10484
27;28;Sami Ugurlu;4-1-4-1;10484
28;29;Sami Ugurlu;4-1-4-1;10484
29;30;Sami Ugurlu;4-1-4-1;10484
30;31;Sami Ugurlu;4-1-4-1;10484
31;32;Sami Ugurlu;4-4-2;10484
32;33;Sami Ugurlu;4-2-3-1;10484
33;34;Sami Ugurlu;4-1-4-1;10484
34;35;Sami Ugurlu;4-1-4-1;10484
35;36;Sami Ugurlu;4-1-4-1;10484
36;37;Sami Ugurlu;4-1-4-1;10484
37;38;Sami Ugurlu;4-3-3;10484
