;jor;coach;system;teamid
0;1;Bernd Hollerbach;5-4-1;475
1;2;Bernd Hollerbach;5-4-1;475
2;3;Bernd Hollerbach;3-4-2-1;475
3;4;Bernd Hollerbach;3-4-1-2;475
4;5;Bernd Hollerbach;3-4-1-2;475
5;6;Bernd Hollerbach;3-5-2;475
6;7;Bernd Hollerbach;3-4-2-1;475
7;8;Bernd Hollerbach;5-3-2;475
8;9;Bernd Hollerbach;5-3-2;475
9;10;Bernd Hollerbach;5-3-2;475
10;11;Dennis Schmitt;5-3-2;475
11;12;Bernd Hollerbach;5-3-2;475
12;13;Bernd Hollerbach;5-3-2;475
13;14;Bernd Hollerbach;5-3-2;475
14;15;Bernd Hollerbach;5-3-2;475
15;16;Bernd Hollerbach;5-3-2;475
16;17;Bernd Hollerbach;5-3-2;475
17;18;Bernd Hollerbach;5-3-2;475
18;19;Bernd Hollerbach;3-5-2;475
19;20;Dennis Schmitt;5-3-2;475
20;21;Dennis Schmitt;5-3-2;475
21;22;Bernd Hollerbach;5-3-2;475
22;23;Bernd Hollerbach;5-3-2;475
23;24;Bernd Hollerbach;5-3-2;475
24;25;Bernd Hollerbach;5-3-2;475
25;26;Bernd Hollerbach;5-3-2;475
26;27;Bernd Hollerbach;3-4-1-2;475
27;28;Bernd Hollerbach;5-4-1;475
28;29;Bernd Hollerbach;5-3-2;475
29;30;Bernd Hollerbach;5-4-1;475
30;31;Bernd Hollerbach;5-3-2;475
31;32;Bernd Hollerbach;5-3-2;475
32;33;Bernd Hollerbach;5-3-2;475
33;34;Bernd Hollerbach;3-5-2;475
