;jor;coach;system;teamid
0;1;Sébastien Desabre;4-4-2;1161
1;2;Sébastien Desabre;4-2-3-1;1161
2;3;Sébastien Desabre;4-2-3-1;1161
3;4;Sébastien Desabre;4-2-3-1;1161
4;5;Sébastien Desabre;4-3-3;1161
5;6;Sébastien Desabre;4-2-3-1;1161
6;7;Sébastien Desabre;4-2-3-1;1161
7;8;Sébastien Desabre;4-2-3-1;1161
8;9;Sébastien Desabre;4-2-3-1;1161
9;10;Sébastien Desabre;4-2-3-1;1161
10;11;Sébastien Desabre;4-2-3-1;1161
11;12;Sébastien Desabre;4-2-3-1;1161
12;13;Sébastien Desabre;4-2-3-1;1161
13;14;Sébastien Desabre;4-2-3-1;1161
14;15;Sébastien Desabre;4-2-3-1;1161
15;16;Sébastien Desabre;5-3-2;1161
16;17;Sébastien Desabre;4-2-3-1;1161
17;18;Sébastien Desabre;4-2-3-1;1161
18;19;Sébastien Desabre;4-2-3-1;1161
19;20;Sébastien Desabre;4-2-3-1;1161
20;21;Sébastien Desabre;4-2-3-1;1161
21;22;Sébastien Desabre;4-2-3-1;1161
22;23;Sébastien Desabre;4-2-3-1;1161
23;24;Sébastien Desabre;4-2-3-1;1161
24;25;Sébastien Desabre;4-2-3-1;1161
25;26;Sébastien Desabre;4-2-3-1;1161
26;27;Sébastien Desabre;4-2-3-1;1161
27;28;Sébastien Desabre;4-3-3;1161
28;29;Sébastien Desabre;4-3-3;1161
29;30;Sébastien Desabre;4-1-4-1;1161
30;31;Sébastien Desabre;4-3-3;1161
31;32;Sébastien Desabre;4-3-3;1161
32;33;Sébastien Desabre;4-2-3-1;1161
33;34;Sébastien Desabre;4-2-3-1;1161
34;35;Sébastien Desabre;4-2-3-1;1161
35;36;Sébastien Desabre;4-3-3;1161
36;37;Sébastien Desabre;4-2-3-1;1161
37;38;Sébastien Desabre;4-2-3-1;1161
