;jor;coach;system;teamid
0;1;Gérald Baticle;3-4-1-2;1420
1;2;Gérald Baticle;3-4-1-2;1420
2;3;Gérald Baticle;3-4-1-2;1420
3;4;Gérald Baticle;3-4-1-2;1420
4;5;Gérald Baticle;3-4-1-2;1420
5;6;Gérald Baticle;3-4-3;1420
6;7;Gérald Baticle;3-4-1-2;1420
7;8;Gérald Baticle;3-4-1-2;1420
8;9;Gérald Baticle;3-4-1-2;1420
9;10;Gérald Baticle;3-4-1-2;1420
10;11;Gérald Baticle;3-4-1-2;1420
11;12;Gérald Baticle;3-4-1-2;1420
12;13;Gérald Baticle;3-4-1-2;1420
13;14;Gérald Baticle;3-5-2;1420
14;15;Gérald Baticle;3-5-2;1420
15;16;Gérald Baticle;3-5-2;1420
16;17;Gérald Baticle;3-5-2;1420
17;18;Gérald Baticle;3-5-2;1420
18;19;Gérald Baticle;3-5-2;1420
19;20;Gérald Baticle;3-5-2;1420
20;21;Gérald Baticle;3-5-2;1420
21;22;Gérald Baticle;3-5-2;1420
22;23;Gérald Baticle;3-5-2;1420
23;24;Gérald Baticle;3-5-2;1420
24;25;Gérald Baticle;3-5-2;1420
25;26;Gérald Baticle;3-5-2;1420
26;27;Gérald Baticle;3-5-2;1420
27;28;Gérald Baticle;4-2-3-1;1420
28;29;Gérald Baticle;3-5-2;1420
29;30;Gérald Baticle;3-5-2;1420
30;31;Gérald Baticle;3-5-2;1420
31;32;Gérald Baticle;3-5-2;1420
32;33;Gérald Baticle;5-3-2;1420
33;34;Gérald Baticle;3-5-2;1420
34;35;Gérald Baticle;3-5-2;1420
35;36;Gérald Baticle;5-3-2;1420
36;37;Gérald Baticle;5-3-2;1420
37;38;Gérald Baticle;5-3-2;1420
