;jor;coach;system;teamid
0;1;Guillermo Abascal;4-2-3-1;60949
1;2;Guillermo Abascal;4-3-3;60949
2;3;Guillermo Abascal;4-3-3;60949
3;4;Guillermo Abascal;4-3-3;60949
4;5;Guillermo Abascal;4-3-3;60949
5;6;Guillermo Abascal;4-3-3;60949
6;7;Guillermo Abascal;4-4-1-1;60949
7;8;Konstantinos Bratsos;4-3-3;60949
8;9;Konstantinos Bratsos;4-3-3;60949
9;10;Guillermo Abascal;4-3-3;60949
10;11;Guillermo Abascal;4-4-2;60949
11;12;Guillermo Abascal;4-4-2;60949
12;13;Konstantinos Bratsos;4-2-3-1;60949
13;14;Konstantinos Bratsos;4-2-3-1;60949
14;15;Konstantinos Bratsos;4-2-3-1;60949
15;16;Konstantinos Bratsos;4-2-3-1;60949
16;17;Konstantinos Bratsos;4-2-3-1;60949
17;18;Konstantinos Bratsos;4-2-3-1;60949
18;19;Konstantinos Bratsos;4-2-3-1;60949
19;20;Konstantinos Bratsos;4-2-3-1;60949
20;21;Konstantinos Bratsos;4-2-3-1;60949
21;22;Konstantinos Bratsos;4-2-3-1;60949
22;23;Konstantinos Bratsos;4-2-3-1;60949
23;24;Konstantinos Bratsos;4-2-3-1;60949
24;25;Konstantinos Bratsos;4-2-3-1;60949
25;26;Konstantinos Bratsos;4-2-3-1;60949
