;jor;coach;system;teamid
0;1;Callum Davidson;3-5-2;2578
1;2;Callum Davidson;3-4-2-1;2578
2;3;Callum Davidson;3-4-1-2;2578
3;4;Callum Davidson;3-4-1-2;2578
4;5;Callum Davidson;3-4-1-2;2578
5;6;Callum Davidson;3-4-3;2578
6;7;Callum Davidson;3-5-2;2578
7;8;Callum Davidson;3-5-2;2578
8;9;Callum Davidson;3-5-2;2578
9;10;Callum Davidson;3-4-2-1;2578
10;11;Callum Davidson;3-5-2;2578
11;12;Callum Davidson;3-4-2-1;2578
12;13;Callum Davidson;3-5-2;2578
13;14;Callum Davidson;3-4-2-1;2578
14;15;Callum Davidson;3-4-2-1;2578
15;16;Callum Davidson;3-5-2;2578
16;17;Callum Davidson;3-4-2-1;2578
17;18;Callum Davidson;3-5-2;2578
18;19;Callum Davidson;3-4-2-1;2578
19;20;Callum Davidson;3-4-2-1;2578
20;21;Callum Davidson;3-5-2;2578
21;22;Callum Davidson;3-5-2;2578
22;23;Callum Davidson;3-5-2;2578
23;24;Callum Davidson;3-5-2;2578
24;25;Callum Davidson;3-5-2;2578
25;26;Callum Davidson;3-5-2;2578
26;27;Callum Davidson;3-5-2;2578
27;28;Callum Davidson;3-5-2;2578
28;29;Callum Davidson;3-5-2;2578
29;30;Callum Davidson;3-5-2;2578
30;31;Callum Davidson;3-5-2;2578
31;32;Callum Davidson;3-5-2;2578
32;33;Callum Davidson;5-4-1;2578
