;jor;coach;system;teamid
0;1;Edoardo Gorini;4-3-1-2;4084
1;2;Edoardo Gorini;4-3-1-2;4084
2;3;Edoardo Gorini;4-3-1-2;4084
3;4;Edoardo Gorini;4-3-1-2;4084
4;5;Edoardo Gorini;4-3-1-2;4084
5;6;Edoardo Gorini;4-3-1-2;4084
6;7;Edoardo Gorini;4-3-1-2;4084
7;8;Edoardo Gorini;4-3-1-2;4084
8;9;Edoardo Gorini;4-3-1-2;4084
9;10;Edoardo Gorini;4-3-1-2;4084
10;11;Edoardo Gorini;4-3-1-2;4084
11;12;Edoardo Gorini;4-3-1-2;4084
12;13;Edoardo Gorini;4-3-1-2;4084
13;14;Edoardo Gorini;4-3-1-2;4084
14;15;Edoardo Gorini;4-3-1-2;4084
15;16;Edoardo Gorini;4-3-1-2;4084
16;17;Edoardo Gorini;4-3-1-2;4084
17;18;Edoardo Gorini;4-3-1-2;4084
18;19;Edoardo Gorini;4-3-1-2;4084
19;20;Edoardo Gorini;4-3-1-2;4084
20;21;Edoardo Gorini;4-3-1-2;4084
21;22;Edoardo Gorini;4-3-3;4084
22;23;Edoardo Gorini;4-3-3;4084
23;24;Edoardo Gorini;4-3-3;4084
24;25;Edoardo Gorini;4-3-1-2;4084
25;26;Edoardo Gorini;4-3-1-2;4084
26;27;Edoardo Gorini;4-3-1-2;4084
27;28;Edoardo Gorini;4-3-1-2;4084
28;29;Edoardo Gorini;4-3-2-1;4084
29;30;Edoardo Gorini;4-2-3-1;4084
30;31;Edoardo Gorini;4-3-1-2;4084
31;32;Edoardo Gorini;4-3-1-2;4084
32;33;Edoardo Gorini;4-3-1-2;4084
33;34;Edoardo Gorini;4-3-1-2;4084
34;35;Edoardo Gorini;4-3-1-2;4084
35;36;Edoardo Gorini;4-3-1-2;4084
36;37;Edoardo Gorini;4-3-1-2;4084
37;38;Edoardo Gorini;4-3-1-2;4084
