;jor;coach;system;teamid
0;1;João Janeiro;4-2-3-1;30613
1;2;João Janeiro;4-2-3-1;30613
2;3;João Janeiro;4-2-3-1;30613
3;4;João Janeiro;4-2-3-1;30613
4;5;João Janeiro;4-2-3-1;30613
5;6;João Janeiro;4-2-3-1;30613
6;7;João Janeiro;4-2-3-1;30613
7;8;João Janeiro;4-2-3-1;30613
8;9;João Janeiro;4-2-3-1;30613
9;10;João Janeiro;4-2-3-1;30613
10;11;João Janeiro;4-2-3-1;30613
11;12;João Janeiro;4-2-3-1;30613
12;13;Gábor Erős;4-2-3-1;30613
13;14;Gábor Erős;4-2-3-1;30613
14;15;Gábor Erős;4-2-3-1;30613
15;16;Gábor Erős;4-2-3-1;30613
16;17;Gábor Erős;4-2-3-1;30613
17;18;Gábor Erős;4-2-3-1;30613
18;19;Gábor Erős;4-2-3-1;30613
19;20;Gábor Erős;4-2-3-1;30613
20;21;Gábor Erős;4-2-3-1;30613
21;22;Gábor Erős;4-2-3-1;30613
22;23;Gábor Erős;4-2-3-1;30613
23;24;Gábor Erős;4-2-3-1;30613
24;25;Gábor Erős;4-2-3-1;30613
25;26;Gábor Erős;4-2-3-1;30613
26;27;Gábor Erős;4-2-3-1;30613
27;28;Gábor Erős;4-2-3-1;30613
28;29;Gábor Erős;4-2-3-1;30613
29;30;Gábor Erős;4-2-3-1;30613
30;31;Gábor Erős;4-2-3-1;30613
31;32;Gábor Erős;4-2-3-1;30613
32;33;Gábor Erős;4-2-3-1;30613
