;jor;coach;system;teamid
0;1;Javier Sanguinetti;4-3-3;1286
1;2;Javier Sanguinetti;4-3-3;1286
2;3;Javier Sanguinetti;4-1-4-1;1286
3;4;Javier Sanguinetti;5-4-1;1286
4;5;Javier Sanguinetti;5-4-1;1286
5;6;Javier Sanguinetti;3-4-3;1286
6;7;Javier Sanguinetti;5-4-1;1286
7;8;Javier Sanguinetti;5-4-1;1286
8;9;Javier Sanguinetti;3-5-2;1286
9;10;Javier Sanguinetti;4-3-3;1286
10;11;Javier Sanguinetti;4-3-3;1286
11;12;Javier Sanguinetti;3-4-1-2;1286
12;13;Javier Sanguinetti;3-4-1-2;1286
13;14;Javier Sanguinetti;4-3-3;1286
14;15;Javier Sanguinetti;4-3-3;1286
15;16;Javier Sanguinetti;4-3-3;1286
16;17;Gustavo Tognarelli;4-2-3-1;1286
17;18;Gustavo Tognarelli;4-4-2;1286
18;19;Adrián Coria;4-2-3-1;1286
19;20;Gustavo Tognarelli;4-2-3-1;1286
20;21;Adrián Coria;4-2-3-1;1286
21;22;Adrián Coria;4-2-3-1;1286
22;23;Adrián Coria;4-2-3-1;1286
23;24;Gustavo Tognarelli;3-4-3;1286
24;25;Adrián Coria;4-2-3-1;1286
25;26;Gustavo Tognarelli;3-4-3;1286
26;27;Gustavo Tognarelli;3-4-3;1286
