;jor;coach;system;teamid
0;1;Ferenc Horváth;4-3-3;709
1;2;Ferenc Horváth;4-3-3;709
2;3;Ferenc Horváth;4-3-3;709
3;4;Ferenc Horváth;4-3-3;709
4;5;Ferenc Horváth;4-3-3;709
5;6;Ferenc Horváth;4-3-3;709
6;7;Ferenc Horváth;4-3-3;709
7;8;Ferenc Horváth;4-3-3;709
8;9;Ferenc Horváth;4-3-3;709
9;10;Ferenc Horváth;4-3-3;709
10;11;Ferenc Horváth;3-4-3;709
11;12;Ferenc Horváth;3-4-3;709
12;13;Ferenc Horváth;4-3-3;709
13;14;Ferenc Horváth;4-3-3;709
14;15;Ferenc Horváth;4-3-3;709
15;16;Ferenc Horváth;4-3-3;709
16;17;Ferenc Horváth;4-3-3;709
17;18;Ferenc Horváth;4-3-3;709
18;19;Nebojsa Vignjevic;4-3-3;709
19;20;Nebojsa Vignjevic;4-2-3-1;709
20;21;Nebojsa Vignjevic;4-2-3-1;709
21;22;Nebojsa Vignjevic;4-2-3-1;709
22;23;Nebojsa Vignjevic;4-2-3-1;709
23;24;Nebojsa Vignjevic;4-2-3-1;709
24;25;Nebojsa Vignjevic;4-2-3-1;709
25;26;Nebojsa Vignjevic;4-2-3-1;709
26;27;Nebojsa Vignjevic;4-2-3-1;709
27;28;Nebojsa Vignjevic;4-2-3-1;709
28;29;Nebojsa Vignjevic;4-2-3-1;709
29;30;Nebojsa Vignjevic;4-2-3-1;709
30;31;Nebojsa Vignjevic;3-4-2-1;709
31;32;Nebojsa Vignjevic;3-4-2-1;709
32;33;Nebojsa Vignjevic;4-2-3-1;709
