;jor;coach;system;teamid
0;1;Luis García;4-3-3;237
1;2;Luis García;4-2-3-1;237
2;3;Luis García;4-2-3-1;237
3;4;Luis García;4-2-3-1;237
4;5;Luis García;4-4-2;237
5;6;Luis García;4-2-3-1;237
6;7;Luis García;4-2-3-1;237
7;8;Luis García;4-2-3-1;237
8;9;Luis García;4-2-3-1;237
9;10;Luis García;4-2-3-1;237
10;11;Luis García;4-4-2;237
11;12;Luis García;4-2-3-1;237
12;13;Luis García;4-2-3-1;237
13;14;Luis García;4-2-3-1;237
14;15;Luis García;4-2-3-1;237
15;16;Luis García;4-2-3-1;237
16;17;Luis García;4-4-2;237
17;18;Luis García;4-2-3-1;237
18;19;Luis García;4-2-3-1;237
19;20;Luis García;4-2-3-1;237
20;21;Luis García;4-2-3-1;237
21;22;Luis García;4-3-3;237
22;23;Luis García;4-4-2;237
23;24;Luis García;4-4-2;237
24;25;Luis García;4-4-2;237
25;26;Luis García;4-2-3-1;237
26;27;Luis García;3-5-2;237
27;28;Luis García;4-4-2;237
28;29;Luis García;4-4-2;237
29;30;Javier Aguirre;5-3-2;237
30;31;Javier Aguirre;3-4-2-1;237
31;32;Javier Aguirre;5-4-1;237
32;33;Javier Aguirre;4-4-1-1;237
33;34;Javier Aguirre;3-4-1-2;237
34;35;Javier Aguirre;4-3-3;237
35;36;Javier Aguirre;5-3-2;237
36;37;Javier Aguirre;5-3-2;237
37;38;Javier Aguirre;4-4-2;237
