;jor;coach;system;teamid
0;1;Stefano Pioli;4-2-3-1;5
1;2;Stefano Pioli;4-2-3-1;5
2;3;Stefano Pioli;4-2-3-1;5
3;4;Stefano Pioli;4-2-3-1;5
4;5;Stefano Pioli;4-2-3-1;5
5;6;Stefano Pioli;4-2-3-1;5
6;7;Stefano Pioli;4-2-3-1;5
7;8;Stefano Pioli;4-2-3-1;5
8;9;Stefano Pioli;4-2-3-1;5
9;10;Stefano Pioli;4-2-3-1;5
10;11;Stefano Pioli;4-2-3-1;5
11;12;Stefano Pioli;4-2-3-1;5
12;13;Stefano Pioli;4-2-3-1;5
13;14;Stefano Pioli;4-2-3-1;5
14;15;Stefano Pioli;4-2-3-1;5
15;16;Stefano Pioli;4-2-3-1;5
16;17;Stefano Pioli;4-2-3-1;5
17;18;Stefano Pioli;4-2-3-1;5
18;19;Stefano Pioli;4-2-3-1;5
19;20;Stefano Pioli;4-2-3-1;5
20;21;Stefano Pioli;4-2-3-1;5
21;22;Stefano Pioli;4-2-3-1;5
22;23;Stefano Pioli;4-2-3-1;5
23;24;Stefano Pioli;4-2-3-1;5
24;25;Stefano Pioli;4-2-3-1;5
25;26;Stefano Pioli;4-2-3-1;5
26;27;Stefano Pioli;4-2-3-1;5
27;28;Stefano Pioli;4-2-3-1;5
28;29;Stefano Pioli;4-2-3-1;5
29;30;Stefano Pioli;4-2-3-1;5
30;31;Stefano Pioli;4-2-3-1;5
31;32;Stefano Pioli;4-2-3-1;5
32;33;Stefano Pioli;4-2-3-1;5
33;34;Stefano Pioli;4-2-3-1;5
34;35;Stefano Pioli;4-2-3-1;5
35;36;Stefano Pioli;4-2-3-1;5
36;37;Stefano Pioli;4-2-3-1;5
37;38;Stefano Pioli;4-2-3-1;5
