;jor;coach;system;teamid
0;1;Chris Hughton;4-2-3-1;703
1;2;Chris Hughton;4-2-3-1;703
2;3;Chris Hughton;4-2-3-1;703
3;4;Chris Hughton;4-2-3-1;703
4;5;Chris Hughton;4-2-3-1;703
5;6;Chris Hughton;4-4-2;703
6;7;Chris Hughton;4-4-2;703
7;8;Steven Reid;5-4-1;703
8;9;Steve Cooper;5-4-1;703
9;10;Steve Cooper;5-4-1;703
10;11;Steve Cooper;3-4-3;703
11;12;Steve Cooper;5-4-1;703
12;13;Steve Cooper;3-4-1-2;703
13;14;Steve Cooper;5-3-2;703
14;15;Steve Cooper;3-4-1-2;703
15;16;Steve Cooper;5-4-1;703
16;17;Steve Cooper;4-2-3-1;703
17;18;Steve Cooper;4-2-3-1;703
18;19;Steve Cooper;4-2-3-1;703
19;20;Steve Cooper;5-3-2;703
20;21;Steve Cooper;4-2-3-1;703
21;22;Steve Cooper;3-4-3;703
22;23;Steve Cooper;3-5-2;703
23;24;Steve Cooper;3-4-3;703
24;25;Steve Cooper;4-2-3-1;703
25;26;Steve Cooper;4-2-3-1;703
26;27;Steve Cooper;5-3-2;703
27;28;Steve Cooper;4-2-3-1;703
28;29;Steve Cooper;4-2-3-1;703
29;30;Steve Cooper;3-4-1-2;703
30;31;Steve Cooper;3-5-2;703
31;32;Steve Cooper;5-3-2;703
32;33;Steve Cooper;5-3-2;703
33;34;Steve Cooper;3-4-1-2;703
34;35;Steve Cooper;3-4-1-2;703
35;36;Steve Cooper;3-4-1-2;703
36;37;Steve Cooper;3-4-1-2;703
37;38;Steve Cooper;3-4-1-2;703
38;39;Steve Cooper;5-3-2;703
39;40;Steve Cooper;3-4-1-2;703
40;41;Steve Cooper;3-4-2-1;703
41;42;Steve Cooper;3-4-3;703
42;43;Steve Cooper;3-4-1-2;703
43;44;Steve Cooper;3-4-1-2;703
44;45;Steve Cooper;3-4-1-2;703
45;46;Steve Cooper;3-4-1-2;703
