;jor;coach;system;teamid
0;1;Mathieu Chabert;4-3-3;595
1;2;Mathieu Chabert;4-3-3;595
2;3;Mathieu Chabert;4-3-3;595
3;4;Mathieu Chabert;4-3-3;595
4;5;Mathieu Chabert;4-3-3;595
5;6;Mathieu Chabert;4-3-3;595
6;7;Mathieu Chabert;4-1-4-1;595
7;8;Mathieu Chabert;4-1-4-1;595
8;9;Mathieu Chabert;4-1-4-1;595
9;10;Frédéric Zago;4-1-4-1;595
10;11;Frédéric Zago;4-1-4-1;595
11;12;Régis Brouard;4-1-4-1;595
12;13;Régis Brouard;4-2-3-1;595
13;14;Régis Brouard;4-1-4-1;595
14;15;Régis Brouard;5-4-1;595
15;16;Régis Brouard;3-4-1-2;595
16;17;Régis Brouard;3-4-1-2;595
17;18;Régis Brouard;3-5-2;595
18;19;Régis Brouard;3-5-2;595
19;20;Régis Brouard;3-5-2;595
20;21;Régis Brouard;3-5-2;595
21;22;Régis Brouard;3-5-2;595
22;23;Régis Brouard;3-5-2;595
23;24;Régis Brouard;3-5-2;595
24;25;Régis Brouard;4-1-4-1;595
25;26;Régis Brouard;5-4-1;595
26;27;Régis Brouard;3-4-3;595
27;28;Régis Brouard;3-4-2-1;595
28;29;Régis Brouard;3-5-2;595
29;30;Régis Brouard;3-4-3;595
30;31;Régis Brouard;3-5-2;595
31;32;Régis Brouard;3-5-2;595
32;33;Régis Brouard;3-5-2;595
33;34;Régis Brouard;3-5-2;595
34;35;Régis Brouard;3-5-2;595
35;36;Régis Brouard;3-5-2;595
36;37;Régis Brouard;4-3-1-2;595
37;38;Régis Brouard;3-4-1-2;595
