;jor;coach;system;teamid
0;1;Rogério Ceni;4-1-3-2;585
1;2;Rogério Ceni;4-2-3-1;585
2;3;Rogério Ceni;4-3-3;585
3;4;Rogério Ceni;4-4-2;585
4;5;Rogério Ceni;4-2-3-1;585
5;6;Rogério Ceni;4-4-2;585
6;7;Rogério Ceni;3-4-3;585
7;8;Rogério Ceni;3-4-2-1;585
8;9;Rogério Ceni;3-4-3;585
9;10;Rogério Ceni;3-1-4-2;585
10;11;Rogério Ceni;3-5-2;585
11;12;Rogério Ceni;3-4-1-2;585
12;13;Rogério Ceni;3-1-4-2;585
13;14;Rogério Ceni;3-1-4-2;585
14;15;Rogério Ceni;3-4-2-1;585
15;16;Rogério Ceni;3-1-4-2;585
16;17;Rogério Ceni;4-4-2;585
17;18;Rogério Ceni;3-1-4-2;585
18;19;Rogério Ceni;4-4-2;585
19;20;Rogério Ceni;4-4-2;585
20;21;Rogério Ceni;4-3-3;585
21;22;Rogério Ceni;3-4-1-2;585
22;23;Rogério Ceni;3-4-1-2;585
23;24;Rogério Ceni;3-5-2;585
24;25;Rogério Ceni;4-2-3-1;585
25;26;Rogério Ceni;4-4-2;585
26;27;Rogério Ceni;4-4-2;585
27;28;Rogério Ceni;4-4-2;585
28;29;Rogério Ceni;3-5-2;585
29;30;Rogério Ceni;3-4-1-2;585
30;31;Rogério Ceni;3-4-1-2;585
31;32;Rogério Ceni;3-4-1-2;585
32;33;Rogério Ceni;3-5-2;585
33;34;Rogério Ceni;3-5-2;585
34;35;Rogério Ceni;3-5-2;585
35;36;Rogério Ceni;3-1-4-2;585
36;37;Rogério Ceni;3-4-1-2;585
37;38;Rogério Ceni;4-4-2;585
