;jor;coach;system;teamid
0;1;Abdullah Avci;4-3-3;449
1;2;Abdullah Avci;4-3-3;449
2;3;Abdullah Avci;4-1-4-1;449
3;4;Abdullah Avci;4-2-3-1;449
4;5;Abdullah Avci;4-1-4-1;449
5;6;Abdullah Avci;4-2-3-1;449
6;7;Abdullah Avci;4-2-3-1;449
7;8;Abdullah Avci;4-2-3-1;449
8;9;Abdullah Avci;4-1-4-1;449
9;10;Abdullah Avci;4-1-4-1;449
10;11;Abdullah Avci;4-2-3-1;449
11;12;Abdullah Avci;4-1-4-1;449
12;13;Abdullah Avci;4-2-3-1;449
13;14;Abdullah Avci;4-2-3-1;449
14;15;Abdullah Avci;4-2-3-1;449
15;16;Abdullah Avci;4-1-4-1;449
16;17;Abdullah Avci;4-1-4-1;449
17;18;Abdullah Avci;4-1-4-1;449
18;19;Abdullah Avci;4-1-4-1;449
19;20;Abdullah Avci;4-1-4-1;449
20;21;Abdullah Avci;4-1-4-1;449
21;22;Orhan Ak;4-2-3-1;449
22;23;Abdullah Avci;4-2-3-1;449
23;24;Abdullah Avci;4-2-3-1;449
24;25;Abdullah Avci;4-3-3;449
25;26;Abdullah Avci;4-2-3-1;449
26;27;Abdullah Avci;4-3-3;449
27;28;Abdullah Avci;4-2-3-1;449
28;29;Abdullah Avci;4-2-3-1;449
29;30;Abdullah Avci;4-2-3-1;449
30;31;Abdullah Avci;4-1-4-1;449
31;32;Abdullah Avci;4-2-3-1;449
32;33;Abdullah Avci;4-2-3-1;449
33;34;Abdullah Avci;4-2-3-1;449
34;35;Abdullah Avci;4-1-4-1;449
35;36;Abdullah Avci;4-2-3-1;449
36;37;Abdullah Avci;4-2-3-1;449
37;38;Abdullah Avci;4-2-3-1;449
