;jor;coach;system;teamid
0;1;Jürgen Klopp;4-3-3;31
1;2;Jürgen Klopp;4-3-3;31
2;3;Jürgen Klopp;4-3-3;31
3;4;Jürgen Klopp;4-3-3;31
4;5;Jürgen Klopp;4-3-3;31
5;6;Jürgen Klopp;4-3-3;31
6;7;Jürgen Klopp;4-3-3;31
7;8;Jürgen Klopp;4-3-3;31
8;9;Jürgen Klopp;4-3-3;31
9;10;Jürgen Klopp;4-3-3;31
10;11;Jürgen Klopp;4-3-3;31
11;12;Jürgen Klopp;4-3-3;31
12;13;Jürgen Klopp;4-3-3;31
13;14;Jürgen Klopp;4-3-3;31
14;15;Jürgen Klopp;4-3-3;31
15;16;Jürgen Klopp;4-3-3;31
16;17;Jürgen Klopp;4-3-3;31
17;18;Jürgen Klopp;4-3-3;31
18;19;Jürgen Klopp;4-3-3;31
19;20;Jürgen Klopp;4-3-3;31
20;21;Jürgen Klopp;4-3-3;31
21;22;Jürgen Klopp;4-3-3;31
22;23;Jürgen Klopp;4-1-4-1;31
23;24;Jürgen Klopp;4-3-3;31
24;25;Jürgen Klopp;4-3-3;31
25;26;Jürgen Klopp;4-3-3;31
26;27;Jürgen Klopp;4-3-3;31
27;28;Jürgen Klopp;4-3-3;31
28;29;Jürgen Klopp;4-3-3;31
29;30;Jürgen Klopp;4-3-3;31
30;31;Jürgen Klopp;4-3-3;31
31;32;Jürgen Klopp;4-3-3;31
32;33;Jürgen Klopp;4-3-3;31
33;34;Jürgen Klopp;4-3-3;31
34;35;Jürgen Klopp;4-3-3;31
35;36;Jürgen Klopp;4-3-3;31
36;37;Jürgen Klopp;4-3-3;31
37;38;Jürgen Klopp;4-3-3;31
