;jor;coach;system;teamid
0;1;Dag-Eilev Fagermo;4-3-3;76
1;2;Dag-Eilev Fagermo;4-3-3;76
2;3;Dag-Eilev Fagermo;4-3-3;76
3;4;Dag-Eilev Fagermo;4-3-3;76
4;5;Dag-Eilev Fagermo;4-3-3;76
5;6;Dag-Eilev Fagermo;4-3-3;76
6;7;Dag-Eilev Fagermo;4-3-3;76
7;8;Dag-Eilev Fagermo;4-3-3;76
8;9;Dag-Eilev Fagermo;4-3-3;76
9;10;Dag-Eilev Fagermo;4-3-3;76
10;11;Dag-Eilev Fagermo;4-3-3;76
11;12;Dag-Eilev Fagermo;4-3-3;76
12;13;Dag-Eilev Fagermo;4-3-3;76
13;14;Dag-Eilev Fagermo;4-3-3;76
14;15;Dag-Eilev Fagermo;4-3-3;76
15;16;Dag-Eilev Fagermo;4-3-3;76
16;17;Dag-Eilev Fagermo;4-3-3;76
17;18;Dag-Eilev Fagermo;4-3-3;76
18;19;Dag-Eilev Fagermo;4-3-3;76
19;20;Dag-Eilev Fagermo;4-3-3;76
20;21;Dag-Eilev Fagermo;4-3-3;76
21;22;Dag-Eilev Fagermo;4-3-3;76
22;23;Dag-Eilev Fagermo;4-3-3;76
23;24;Dag-Eilev Fagermo;4-3-3;76
24;25;Dag-Eilev Fagermo;4-3-3;76
25;26;Dag-Eilev Fagermo;4-3-3;76
26;27;Dag-Eilev Fagermo;4-3-3;76
27;28;Dag-Eilev Fagermo;4-3-3;76
28;29;Dag-Eilev Fagermo;4-3-3;76
29;30;Dag-Eilev Fagermo;4-3-3;76
