;jor;coach;system;teamid
0;1;Gian Piero Gasperini;3-4-2-1;800
1;2;Gian Piero Gasperini;3-4-2-1;800
2;3;Gian Piero Gasperini;3-4-2-1;800
3;4;Gian Piero Gasperini;3-4-2-1;800
4;5;Gian Piero Gasperini;3-4-2-1;800
5;6;Gian Piero Gasperini;3-4-2-1;800
6;7;Gian Piero Gasperini;3-4-2-1;800
7;8;Gian Piero Gasperini;3-4-1-2;800
8;9;Gian Piero Gasperini;3-4-2-1;800
9;10;Gian Piero Gasperini;3-4-2-1;800
10;11;Gian Piero Gasperini;3-4-2-1;800
11;12;Gian Piero Gasperini;3-4-2-1;800
12;13;Gian Piero Gasperini;3-4-2-1;800
13;14;Gian Piero Gasperini;3-4-2-1;800
14;15;Gian Piero Gasperini;3-4-1-2;800
15;16;Gian Piero Gasperini;3-4-2-1;800
16;17;Gian Piero Gasperini;3-4-2-1;800
17;18;Gian Piero Gasperini;3-4-2-1;800
18;19;Gian Piero Gasperini;3-4-2-1;800
19;20;Gian Piero Gasperini;3-4-1-2;800
20;21;Gian Piero Gasperini;3-4-2-1;800
21;22;Gian Piero Gasperini;4-2-3-1;800
22;23;Gian Piero Gasperini;3-4-1-2;800
23;24;Gian Piero Gasperini;4-2-3-1;800
24;25;Gian Piero Gasperini;3-4-2-1;800
25;26;Gian Piero Gasperini;3-5-2;800
26;27;Gian Piero Gasperini;4-2-3-1;800
27;28;Gian Piero Gasperini;4-2-3-1;800
28;29;Gian Piero Gasperini;3-4-1-2;800
29;30;Gian Piero Gasperini;3-4-2-1;800
30;31;Gian Piero Gasperini;3-4-1-2;800
31;32;Gian Piero Gasperini;3-4-2-1;800
32;33;Gian Piero Gasperini;3-4-2-1;800
33;34;Gian Piero Gasperini;3-4-1-2;800
34;35;Gian Piero Gasperini;3-4-2-1;800
35;36;Gian Piero Gasperini;3-4-2-1;800
36;37;Gian Piero Gasperini;3-4-2-1;800
37;38;Gian Piero Gasperini;3-4-1-2;800
