;jor;coach;system;teamid
0;1;Sebastián Battaglia;4-3-3;189
1;2;Sebastián Battaglia;4-3-3;189
2;3;Sebastián Battaglia;4-3-3;189
3;4;Sebastián Battaglia;4-3-3;189
4;5;Sebastián Battaglia;4-3-3;189
5;6;Sebastián Battaglia;4-4-2;189
6;7;Hugo Ibarra;4-4-2;189
7;8;Hugo Ibarra;4-3-3;189
8;9;Hugo Ibarra;4-4-2;189
9;10;Hugo Ibarra;4-3-3;189
10;11;Hugo Ibarra;4-3-3;189
11;12;Hugo Ibarra;4-3-3;189
12;13;Hugo Ibarra;4-3-3;189
13;14;Hugo Ibarra;4-3-3;189
14;15;Hugo Ibarra;4-3-3;189
15;16;Hugo Ibarra;4-3-3;189
16;17;Hugo Ibarra;4-3-3;189
17;18;Hugo Ibarra;4-4-2;189
18;19;Hugo Ibarra;4-4-2;189
19;20;Hugo Ibarra;4-4-2;189
20;21;Hugo Ibarra;4-3-3;189
21;22;Hugo Ibarra;4-3-3;189
22;23;Hugo Ibarra;4-3-3;189
23;24;Hugo Ibarra;4-3-3;189
24;25;Hugo Ibarra;4-3-3;189
25;26;Hugo Ibarra;4-4-2;189
26;27;Hugo Ibarra;4-3-3;189
