;jor;coach;system;teamid
0;1;Todor Kiselichkov;5-4-1;61955
1;2;Miroslav Mindev;3-4-3;61955
2;3;Miroslav Mindev;3-4-3;61955
3;4;Miroslav Mindev;4-2-3-1;61955
4;5;Miroslav Mindev;3-4-3;61955
5;6;Miroslav Mindev;3-4-3;61955
6;7;Nikolay Kirov;3-4-2-1;61955
7;8;Nikolay Kirov;3-4-3;61955
8;9;Nikolay Kirov;4-2-3-1;61955
9;10;Nikolay Kirov;3-4-1-2;61955
10;11;Nikolay Kirov;4-1-4-1;61955
11;12;Nikolay Kirov;4-2-3-1;61955
12;13;Nikolay Kirov;4-2-3-1;61955
13;14;Nikolay Kirov;3-4-2-1;61955
14;15;Nikolay Kirov;3-4-1-2;61955
15;16;Nikolay Kirov;3-4-2-1;61955
16;17;Nikolay Kirov;3-4-1-2;61955
17;18;Nikolay Kirov;4-2-3-1;61955
18;19;Nikolay Kirov;3-4-1-2;61955
19;20;Nikolay Kirov;4-2-3-1;61955
20;21;Nikolay Kirov;4-2-3-1;61955
21;22;Nikolay Kirov;4-2-3-1;61955
22;23;Nikolay Kirov;4-2-3-1;61955
23;24;Nikolay Kirov;4-2-3-1;61955
24;25;Nikolay Kirov;4-2-3-1;61955
25;26;Nikolay Kirov;4-2-3-1;61955
