;jor;coach;system;teamid
0;1;Nikolay Kirov;4-2-3-1;40604
1;2;Slavko Matic;4-3-1-2;40604
2;3;Nikolay Kirov;4-4-2;40604
3;4;Stamen Belchev;4-2-3-1;40604
4;5;Nikolay Kirov;4-2-3-1;40604
5;6;Nikolay Kirov;4-2-3-1;40604
6;7;Georgi Chilikov;4-2-3-1;40604
7;8;Georgi Chilikov;4-2-3-1;40604
8;9;Georgi Chilikov;5-4-1;40604
9;10;Georgi Chilikov;4-2-3-1;40604
10;11;Georgi Chilikov;3-4-3;40604
11;12;Georgi Chilikov;4-2-3-1;40604
12;13;Georgi Chilikov;4-2-3-1;40604
13;14;Georgi Chilikov;4-2-3-1;40604
14;15;Slavko Matic;4-3-1-2;40604
15;16;Slavko Matic;4-3-1-2;40604
16;17;Slavko Matic;4-4-2;40604
17;18;Slavko Matic;4-4-2;40604
18;19;Slavko Matic;4-3-1-2;40604
19;20;Stamen Belchev;4-2-3-1;40604
20;21;Stamen Belchev;4-2-3-1;40604
21;22;Stamen Belchev;4-2-3-1;40604
22;23;Stamen Belchev;4-2-3-1;40604
23;24;Stamen Belchev;4-2-3-1;40604
24;25;Stamen Belchev;4-2-3-1;40604
25;26;Stamen Belchev;4-2-3-1;40604
