;jor;coach;system;teamid
0;1;Ralph Hasenhüttl;4-4-2;180
1;2;Ralph Hasenhüttl;4-4-2;180
2;3;Ralph Hasenhüttl;4-4-2;180
3;4;Ralph Hasenhüttl;4-4-2;180
4;5;Ralph Hasenhüttl;4-4-2;180
5;6;Ralph Hasenhüttl;4-4-2;180
6;7;Ralph Hasenhüttl;4-4-2;180
7;8;Ralph Hasenhüttl;4-4-2;180
8;9;Ralph Hasenhüttl;4-4-2;180
9;10;Ralph Hasenhüttl;4-4-2;180
10;11;Ralph Hasenhüttl;4-4-2;180
11;12;Ralph Hasenhüttl;4-4-2;180
12;13;Ralph Hasenhüttl;5-4-1;180
13;14;Ralph Hasenhüttl;4-4-2;180
14;15;Ralph Hasenhüttl;4-4-2;180
15;16;Ralph Hasenhüttl;4-4-2;180
16;17;Ralph Hasenhüttl;4-4-2;180
17;18;Ralph Hasenhüttl;3-5-2;180
18;19;Ralph Hasenhüttl;4-1-4-1;180
19;20;Ralph Hasenhüttl;3-5-2;180
20;21;Ralph Hasenhüttl;4-4-2;180
21;22;Ralph Hasenhüttl;3-5-2;180
22;23;Ralph Hasenhüttl;4-4-2;180
23;24;Ralph Hasenhüttl;4-4-2;180
24;25;Ralph Hasenhüttl;4-4-2;180
25;26;Ralph Hasenhüttl;4-4-2;180
26;27;Ralph Hasenhüttl;4-4-2;180
27;28;Ralph Hasenhüttl;4-4-2;180
28;29;Ralph Hasenhüttl;4-4-2;180
29;30;Ralph Hasenhüttl;3-1-4-2;180
30;31;Ralph Hasenhüttl;4-3-1-2;180
31;32;Ralph Hasenhüttl;4-4-2;180
32;33;Ralph Hasenhüttl;3-4-2-1;180
33;34;Ralph Hasenhüttl;4-4-2;180
34;35;Ralph Hasenhüttl;4-4-2;180
35;36;Ralph Hasenhüttl;4-4-2;180
36;37;Ralph Hasenhüttl;3-4-3;180
37;38;Ralph Hasenhüttl;4-4-2;180
