;jor;coach;system;teamid
0;1;Gaizka Garitano;4-2-3-1;1533
1;2;Gaizka Garitano;4-2-3-1;1533
2;3;Gaizka Garitano;4-2-3-1;1533
3;4;Gaizka Garitano;4-2-3-1;1533
4;5;Gaizka Garitano;4-2-3-1;1533
5;6;Gaizka Garitano;4-2-3-1;1533
6;7;Gaizka Garitano;3-4-2-1;1533
7;8;Gaizka Garitano;3-4-2-1;1533
8;9;Gaizka Garitano;4-2-3-1;1533
9;10;Gaizka Garitano;4-2-3-1;1533
10;11;Gaizka Garitano;4-2-3-1;1533
11;12;Gaizka Garitano;4-2-3-1;1533
12;13;Gaizka Garitano;3-4-3;1533
13;14;Gaizka Garitano;4-2-3-1;1533
14;15;Gaizka Garitano;4-4-2;1533
15;16;Gaizka Garitano;4-2-3-1;1533
16;17;Gaizka Garitano;4-2-3-1;1533
17;18;Gaizka Garitano;3-4-1-2;1533
18;19;Gaizka Garitano;3-4-3;1533
19;20;Gaizka Garitano;4-2-3-1;1533
20;21;Gaizka Garitano;4-2-3-1;1533
21;22;Gaizka Garitano;5-4-1;1533
22;23;Gaizka Garitano;4-4-2;1533
23;24;Gaizka Garitano;4-2-3-1;1533
24;25;Gaizka Garitano;4-2-3-1;1533
25;26;Gaizka Garitano;4-2-3-1;1533
26;27;Gaizka Garitano;4-2-3-1;1533
27;28;Gaizka Garitano;4-2-3-1;1533
28;29;Gaizka Garitano;4-2-3-1;1533
29;30;Gaizka Garitano;4-2-3-1;1533
30;31;Gaizka Garitano;4-2-3-1;1533
31;32;Gaizka Garitano;4-2-3-1;1533
32;33;Gaizka Garitano;4-2-3-1;1533
33;34;Gaizka Garitano;4-2-3-1;1533
34;35;Gaizka Garitano;3-4-1-2;1533
35;36;Gaizka Garitano;4-2-3-1;1533
36;37;Gaizka Garitano;4-2-3-1;1533
37;38;Gaizka Garitano;4-2-3-1;1533
38;39;Gaizka Garitano;4-2-3-1;1533
39;40;Gaizka Garitano;4-2-3-1;1533
40;41;Gaizka Garitano;4-2-3-1;1533
41;42;Gaizka Garitano;4-2-3-1;1533
