;jor;coach;system;teamid
0;1;Jan Jelinek;4-2-3-1;5545
1;2;Jan Jelinek;4-2-3-1;5545
2;3;Jan Jelinek;4-2-3-1;5545
3;4;Jan Jelinek;4-5-1;5545
4;5;Jan Jelinek;4-4-1-1;5545
5;6;Jan Jelinek;4-2-3-1;5545
6;7;Jan Jelinek;4-5-1;5545
7;8;Jan Jelinek;4-5-1;5545
8;9;Jan Jelinek;4-1-4-1;5545
9;10;Jan Jelinek;4-1-4-1;5545
10;11;Jan Jelinek;4-5-1;5545
11;12;Jan Jelinek;4-5-1;5545
12;13;Jan Jelinek;4-2-3-1;5545
13;14;Jan Jelinek;4-5-1;5545
14;15;Jan Jelinek;4-5-1;5545
15;16;Jan Jelinek;4-5-1;5545
16;17;Jan Jelinek;4-2-3-1;5545
17;18;Jan Jelinek;4-1-4-1;5545
18;19;Jan Jelinek;4-2-3-1;5545
19;20;Jan Jelinek;4-2-3-1;5545
20;21;Jan Jelinek;4-3-3;5545
21;22;Jan Jelinek;4-5-1;5545
22;23;Jan Jelinek;4-1-4-1;5545
23;24;Jan Jelinek;4-2-3-1;5545
24;25;Jan Jelinek;4-5-1;5545
25;26;Jan Jelinek;4-1-4-1;5545
26;27;Jan Jelinek;4-1-4-1;5545
27;28;Jan Jelinek;3-4-3;5545
28;29;Jan Jelinek;4-2-3-1;5545
29;30;Jan Jelinek;4-1-4-1;5545
