;jor;coach;system;teamid
0;1;Pepe Bordalás;4-4-2;1049
1;2;Pepe Bordalás;4-4-2;1049
2;3;Pepe Bordalás;4-4-2;1049
3;4;Pepe Bordalás;4-4-2;1049
4;5;Pepe Bordalás;4-4-2;1049
5;6;Pepe Bordalás;4-4-2;1049
6;7;Pepe Bordalás;4-4-2;1049
7;8;Pepe Bordalás;4-4-2;1049
8;9;Pepe Bordalás;4-1-4-1;1049
9;10;Pepe Bordalás;4-4-2;1049
10;11;Pepe Bordalás;4-4-2;1049
11;12;Pepe Bordalás;4-1-4-1;1049
12;13;Pepe Bordalás;4-1-4-1;1049
13;14;Pepe Bordalás;4-2-3-1;1049
14;15;Pepe Bordalás;4-4-2;1049
15;16;Pepe Bordalás;4-1-4-1;1049
16;17;Pepe Bordalás;4-4-2;1049
17;18;Pepe Bordalás;4-4-2;1049
18;19;Pepe Bordalás;4-4-2;1049
19;20;Pepe Bordalás;4-2-3-1;1049
20;21;Pepe Bordalás;5-4-1;1049
21;22;Pepe Bordalás;3-5-2;1049
22;23;Pepe Bordalás;5-4-1;1049
23;24;Pepe Bordalás;4-4-2;1049
24;25;Pepe Bordalás;4-4-2;1049
25;26;Pepe Bordalás;3-4-1-2;1049
26;27;Pepe Bordalás;4-3-3;1049
27;28;Pepe Bordalás;3-4-3;1049
28;29;Pepe Bordalás;4-1-4-1;1049
29;30;Pepe Bordalás;3-4-3;1049
30;31;Pepe Bordalás;4-1-4-1;1049
31;32;Pepe Bordalás;4-4-2;1049
32;33;Pepe Bordalás;3-1-4-2;1049
33;34;Pepe Bordalás;5-3-2;1049
34;35;Pepe Bordalás;3-5-2;1049
35;36;Pepe Bordalás;3-4-2-1;1049
36;37;Pepe Bordalás;3-1-4-2;1049
37;38;Pepe Bordalás;4-4-2;1049
